2025-02-04 23:20:47,416 - INFO - Namespace(device='cuda:0', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/MnMs_1UNetlinear_02-04-23-20-45/', log_file_path='../../de_logistics/MnMs_1UNetlinear_02-04-23-20-45/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████| 141/141 [01:24<00:00,  1.67batch/s]
2025-02-05 03:57:40,021 - INFO - valid_loss:1.1941680510838826 in epoch212
2025-02-05 03:57:40,021 - INFO - valid_acc:0.9097047015770371 in epoch212
2025-02-05 03:57:40,021 - INFO - Mean iou = 84.00% in epoch212
Epoch 213/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 03:58:55,232 - INFO - train_loss:1.180497149203686 in epoch213
2025-02-05 03:58:55,232 - INFO - train_acc:0.9667093640083472 in epoch213
2025-02-05 03:58:55,232 - INFO - Epoch 213: Learning Rate: [6.330551209410592e-05]
Epoch 213/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 03:58:59,862 - INFO - valid_loss:1.1945803430345323 in epoch213
2025-02-05 03:58:59,863 - INFO - valid_acc:0.9048320135875212 in epoch213
2025-02-05 03:58:59,863 - INFO - Mean iou = 83.22% in epoch213
Epoch 214/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 04:00:14,831 - INFO - train_loss:1.180738221669028 in epoch214
2025-02-05 04:00:14,831 - INFO - train_acc:0.9663693181833009 in epoch214
2025-02-05 04:00:14,832 - INFO - Epoch 214: Learning Rate: [6.29962535181053e-05]
Epoch 214/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 04:00:19,356 - INFO - valid_loss:1.1935175127453275 in epoch214
2025-02-05 04:00:19,356 - INFO - valid_acc:0.9115214860879534 in epoch214
2025-02-05 04:00:19,356 - INFO - Mean iou = 84.28% in epoch214
Epoch 215/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 04:01:34,017 - INFO - train_loss:1.1806286057681903 in epoch215
2025-02-05 04:01:34,018 - INFO - train_acc:0.9663916877499859 in epoch215
2025-02-05 04:01:34,018 - INFO - Epoch 215: Learning Rate: [6.268646092255582e-05]
Epoch 215/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.87batch/s]
2025-02-05 04:01:38,841 - INFO - valid_loss:1.1941552427079942 in epoch215
2025-02-05 04:01:38,841 - INFO - valid_acc:0.9075481969734549 in epoch215
2025-02-05 04:01:38,841 - INFO - Mean iou = 83.66% in epoch215
Epoch 216/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:02:54,915 - INFO - train_loss:1.1806998176777617 in epoch216
2025-02-05 04:02:54,916 - INFO - train_acc:0.9637292089326539 in epoch216
2025-02-05 04:02:54,916 - INFO - Epoch 216: Learning Rate: [6.23761470418177e-05]
Epoch 216/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.91batch/s]
2025-02-05 04:02:59,618 - INFO - valid_loss:1.1945364740159776 in epoch216
2025-02-05 04:02:59,619 - INFO - valid_acc:0.9064865340052476 in epoch216
2025-02-05 04:02:59,619 - INFO - Mean iou = 83.49% in epoch216
Epoch 217/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 04:04:14,254 - INFO - train_loss:1.1804891943086124 in epoch217
2025-02-05 04:04:14,255 - INFO - train_acc:0.9673036691399785 in epoch217
2025-02-05 04:04:14,255 - INFO - Epoch 217: Learning Rate: [6.206532463167917e-05]
Epoch 217/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 04:04:18,795 - INFO - valid_loss:1.1934214565489027 in epoch217
2025-02-05 04:04:18,795 - INFO - valid_acc:0.9095298815955147 in epoch217
2025-02-05 04:04:18,796 - INFO - Mean iou = 83.96% in epoch217
Epoch 218/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 04:05:33,950 - INFO - train_loss:1.1805442867549598 in epoch218
2025-02-05 04:05:33,951 - INFO - train_acc:0.9681262118179795 in epoch218
2025-02-05 04:05:33,951 - INFO - Epoch 218: Learning Rate: [6.175400646883205e-05]
Epoch 218/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 04:05:38,650 - INFO - valid_loss:1.1937384472952948 in epoch218
2025-02-05 04:05:38,650 - INFO - valid_acc:0.9109612430830266 in epoch218
2025-02-05 04:05:38,651 - INFO - Mean iou = 84.19% in epoch218
Epoch 219/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 04:06:54,498 - INFO - train_loss:1.1806203008543514 in epoch219
2025-02-05 04:06:54,499 - INFO - train_acc:0.9659666988218278 in epoch219
2025-02-05 04:06:54,499 - INFO - Epoch 219: Learning Rate: [6.144220535034674e-05]
Epoch 219/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:06:59,137 - INFO - valid_loss:1.193402647972107 in epoch219
2025-02-05 04:06:59,138 - INFO - valid_acc:0.9103055681860978 in epoch219
2025-02-05 04:06:59,138 - INFO - Mean iou = 84.11% in epoch219
Epoch 220/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 04:08:13,975 - INFO - train_loss:1.1804377085773656 in epoch220
2025-02-05 04:08:13,975 - INFO - train_acc:0.9676989109261107 in epoch220
2025-02-05 04:08:13,976 - INFO - Epoch 220: Learning Rate: [6.112993409314594e-05]
Epoch 220/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 04:08:18,572 - INFO - valid_loss:1.1942280663384333 in epoch220
2025-02-05 04:08:18,572 - INFO - valid_acc:0.9073584062552759 in epoch220
2025-02-05 04:08:18,572 - INFO - Mean iou = 83.62% in epoch220
Epoch 221/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:09:33,902 - INFO - train_loss:1.180582864064697 in epoch221
2025-02-05 04:09:33,903 - INFO - train_acc:0.9676333043566706 in epoch221
2025-02-05 04:09:33,903 - INFO - Epoch 221: Learning Rate: [6.0817205533477964e-05]
Epoch 221/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 04:09:38,582 - INFO - valid_loss:1.1936754120720758 in epoch221
2025-02-05 04:09:38,583 - INFO - valid_acc:0.9085047342442317 in epoch221
2025-02-05 04:09:38,583 - INFO - Mean iou = 83.81% in epoch221
Epoch 222/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 04:10:53,389 - INFO - train_loss:1.1804327863328001 in epoch222
2025-02-05 04:10:53,390 - INFO - train_acc:0.9664152175779054 in epoch222
2025-02-05 04:10:53,390 - INFO - Epoch 222: Learning Rate: [6.0504032526389e-05]
Epoch 222/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:10:58,021 - INFO - valid_loss:1.1940419806374445 in epoch222
2025-02-05 04:10:58,022 - INFO - valid_acc:0.9066605013941899 in epoch222
2025-02-05 04:10:58,022 - INFO - Mean iou = 83.53% in epoch222
Epoch 223/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 04:12:12,896 - INFO - train_loss:1.1805709084720477 in epoch223
2025-02-05 04:12:12,896 - INFO - train_acc:0.9679408601226046 in epoch223
2025-02-05 04:12:12,896 - INFO - Epoch 223: Learning Rate: [6.0190427945194795e-05]
Epoch 223/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.89batch/s]
2025-02-05 04:12:17,669 - INFO - valid_loss:1.1937406195534601 in epoch223
2025-02-05 04:12:17,670 - INFO - valid_acc:0.9115062173786738 in epoch223
2025-02-05 04:12:17,670 - INFO - Mean iou = 84.29% in epoch223
Epoch 224/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 04:13:33,287 - INFO - train_loss:1.1803726270689185 in epoch224
2025-02-05 04:13:33,287 - INFO - train_acc:0.9687129740673944 in epoch224
2025-02-05 04:13:33,287 - INFO - Epoch 224: Learning Rate: [5.9876404680951334e-05]
Epoch 224/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:13:37,919 - INFO - valid_loss:1.1939008235931396 in epoch224
2025-02-05 04:13:37,919 - INFO - valid_acc:0.9105044179887251 in epoch224
2025-02-05 04:13:37,919 - INFO - Mean iou = 84.13% in epoch224
Epoch 225/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 04:14:52,739 - INFO - train_loss:1.1804006919793204 in epoch225
2025-02-05 04:14:52,740 - INFO - train_acc:0.9684429379107554 in epoch225
2025-02-05 04:14:52,740 - INFO - Epoch 225: Learning Rate: [5.956197564192511e-05]
Epoch 225/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 04:14:57,296 - INFO - valid_loss:1.1939044793446858 in epoch225
2025-02-05 04:14:57,296 - INFO - valid_acc:0.9086298479346492 in epoch225
2025-02-05 04:14:57,296 - INFO - Mean iou = 83.84% in epoch225
Epoch 226/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:16:12,830 - INFO - train_loss:1.180395096751815 in epoch226
2025-02-05 04:16:12,831 - INFO - train_acc:0.9683272113626623 in epoch226
2025-02-05 04:16:12,831 - INFO - Epoch 226: Learning Rate: [5.9247153753062355e-05]
Epoch 226/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 04:16:17,379 - INFO - valid_loss:1.1937070820066664 in epoch226
2025-02-05 04:16:17,380 - INFO - valid_acc:0.9116196871361022 in epoch226
2025-02-05 04:16:17,380 - INFO - Mean iou = 84.31% in epoch226
Epoch 227/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 04:17:32,484 - INFO - train_loss:1.1803206332186436 in epoch227
2025-02-05 04:17:32,484 - INFO - train_acc:0.9688578837496259 in epoch227
2025-02-05 04:17:32,485 - INFO - Epoch 227: Learning Rate: [5.8931951955457844e-05]
Epoch 227/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.89batch/s]
2025-02-05 04:17:37,250 - INFO - valid_loss:1.1935033003489177 in epoch227
2025-02-05 04:17:37,251 - INFO - valid_acc:0.9125384476673278 in epoch227
2025-02-05 04:17:37,251 - INFO - Mean iou = 84.44% in epoch227
Epoch 228/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.84batch/s]
2025-02-05 04:18:53,737 - INFO - train_loss:1.180461919054072 in epoch228
2025-02-05 04:18:53,738 - INFO - train_acc:0.9678235823638244 in epoch228
2025-02-05 04:18:53,738 - INFO - Epoch 228: Learning Rate: [5.861638320582293e-05]
Epoch 228/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.90batch/s]
2025-02-05 04:18:58,479 - INFO - valid_loss:1.1941008965174358 in epoch228
2025-02-05 04:18:58,479 - INFO - valid_acc:0.9102027482075036 in epoch228
2025-02-05 04:18:58,480 - INFO - Mean iou = 84.08% in epoch228
Epoch 229/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:20:14,744 - INFO - train_loss:1.1805171789006983 in epoch229
2025-02-05 04:20:14,744 - INFO - train_acc:0.9682240588743315 in epoch229
2025-02-05 04:20:14,744 - INFO - Epoch 229: Learning Rate: [5.830046047595289e-05]
Epoch 229/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.88batch/s]
2025-02-05 04:20:19,522 - INFO - valid_loss:1.1937310960557725 in epoch229
2025-02-05 04:20:19,523 - INFO - valid_acc:0.910590847159783 in epoch229
2025-02-05 04:20:19,523 - INFO - Mean iou = 84.13% in epoch229
Epoch 230/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:21:34,834 - INFO - train_loss:1.18041282089044 in epoch230
2025-02-05 04:21:34,834 - INFO - train_acc:0.9688224283751368 in epoch230
2025-02-05 04:21:34,834 - INFO - Epoch 230: Learning Rate: [5.798419675219379e-05]
Epoch 230/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 04:21:39,376 - INFO - valid_loss:1.1940762864218817 in epoch230
2025-02-05 04:21:39,377 - INFO - valid_acc:0.909229510632793 in epoch230
2025-02-05 04:21:39,377 - INFO - Mean iou = 83.92% in epoch230
Epoch 231/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:22:54,857 - INFO - train_loss:1.1804815234867394 in epoch231
2025-02-05 04:22:54,858 - INFO - train_acc:0.96888458415659 in epoch231
2025-02-05 04:22:54,858 - INFO - Epoch 231: Learning Rate: [5.766760503490859e-05]
Epoch 231/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 04:22:59,448 - INFO - valid_loss:1.1938391658994887 in epoch231
2025-02-05 04:22:59,448 - INFO - valid_acc:0.9120147037488854 in epoch231
2025-02-05 04:22:59,448 - INFO - Mean iou = 84.37% in epoch231
Epoch 232/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:24:15,661 - INFO - train_loss:1.1803956260072423 in epoch232
2025-02-05 04:24:15,662 - INFO - train_acc:0.9686239487783542 in epoch232
2025-02-05 04:24:15,662 - INFO - Epoch 232: Learning Rate: [5.735069833794277e-05]
Epoch 232/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.93batch/s]
2025-02-05 04:24:20,339 - INFO - valid_loss:1.1936719947391086 in epoch232
2025-02-05 04:24:20,339 - INFO - valid_acc:0.9124808034509808 in epoch232
2025-02-05 04:24:20,339 - INFO - Mean iou = 84.44% in epoch232
Epoch 233/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 04:25:35,524 - INFO - train_loss:1.1804055491237775 in epoch233
2025-02-05 04:25:35,525 - INFO - train_acc:0.9700572232366129 in epoch233
2025-02-05 04:25:35,525 - INFO - Epoch 233: Learning Rate: [5.703348968808942e-05]
Epoch 233/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.95batch/s]
2025-02-05 04:25:40,147 - INFO - valid_loss:1.1939952770868938 in epoch233
2025-02-05 04:25:40,147 - INFO - valid_acc:0.9105206695576125 in epoch233
2025-02-05 04:25:40,147 - INFO - Mean iou = 84.12% in epoch233
Epoch 234/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 04:26:54,607 - INFO - train_loss:1.1804073440267684 in epoch234
2025-02-05 04:26:54,608 - INFO - train_acc:0.9701120522150952 in epoch234
2025-02-05 04:26:54,608 - INFO - Epoch 234: Learning Rate: [5.671599212455368e-05]
Epoch 234/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.00batch/s]
2025-02-05 04:26:59,120 - INFO - valid_loss:1.1940392123328314 in epoch234
2025-02-05 04:26:59,120 - INFO - valid_acc:0.9097668541742812 in epoch234
2025-02-05 04:26:59,120 - INFO - Mean iou = 84.00% in epoch234
Epoch 235/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 04:28:15,000 - INFO - train_loss:1.1803711272300559 in epoch235
2025-02-05 04:28:15,000 - INFO - train_acc:0.9703351382833937 in epoch235
2025-02-05 04:28:15,000 - INFO - Epoch 235: Learning Rate: [5.6398218698416884e-05]
Epoch 235/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:28:19,631 - INFO - valid_loss:1.1937479707929823 in epoch235
2025-02-05 04:28:19,632 - INFO - valid_acc:0.9110860969427397 in epoch235
2025-02-05 04:28:19,632 - INFO - Mean iou = 84.21% in epoch235
Epoch 236/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:29:35,785 - INFO - train_loss:1.1803840931425704 in epoch236
2025-02-05 04:29:35,785 - INFO - train_acc:0.9694409696245347 in epoch236
2025-02-05 04:29:35,786 - INFO - Epoch 236: Learning Rate: [5.6080182472099915e-05]
Epoch 236/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.90batch/s]
2025-02-05 04:29:40,537 - INFO - valid_loss:1.1938070058822632 in epoch236
2025-02-05 04:29:40,537 - INFO - valid_acc:0.9098301646991378 in epoch236
2025-02-05 04:29:40,537 - INFO - Mean iou = 84.03% in epoch236
Epoch 237/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:30:56,075 - INFO - train_loss:1.180581344780347 in epoch237
2025-02-05 04:30:56,075 - INFO - train_acc:0.9673254830776606 in epoch237
2025-02-05 04:30:56,075 - INFO - Epoch 237: Learning Rate: [5.576189651882637e-05]
Epoch 237/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 04:31:00,658 - INFO - valid_loss:1.1937718391418457 in epoch237
2025-02-05 04:31:00,659 - INFO - valid_acc:0.9113082408951431 in epoch237
2025-02-05 04:31:00,659 - INFO - Mean iou = 84.26% in epoch237
Epoch 238/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:32:16,894 - INFO - train_loss:1.1803890601963016 in epoch238
2025-02-05 04:32:16,895 - INFO - train_acc:0.968351257803842 in epoch238
2025-02-05 04:32:16,895 - INFO - Epoch 238: Learning Rate: [5.544337392208516e-05]
Epoch 238/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.90batch/s]
2025-02-05 04:32:21,628 - INFO - valid_loss:1.1939869456821017 in epoch238
2025-02-05 04:32:21,628 - INFO - valid_acc:0.9106186878736737 in epoch238
2025-02-05 04:32:21,628 - INFO - Mean iou = 84.14% in epoch238
Epoch 239/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.84batch/s]
2025-02-05 04:33:38,246 - INFO - train_loss:1.180183288053418 in epoch239
2025-02-05 04:33:38,247 - INFO - train_acc:0.9705664830343491 in epoch239
2025-02-05 04:33:38,247 - INFO - Epoch 239: Learning Rate: [5.5124627775092675e-05]
Epoch 239/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.83batch/s]
2025-02-05 04:33:43,170 - INFO - valid_loss:1.1938601599799261 in epoch239
2025-02-05 04:33:43,171 - INFO - valid_acc:0.9112478620075605 in epoch239
2025-02-05 04:33:43,171 - INFO - Mean iou = 84.24% in epoch239
Epoch 240/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 04:34:59,004 - INFO - train_loss:1.1801907771022608 in epoch240
2025-02-05 04:34:59,004 - INFO - train_acc:0.9709422739235819 in epoch240
2025-02-05 04:34:59,005 - INFO - Epoch 240: Learning Rate: [5.480567118025455e-05]
Epoch 240/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.93batch/s]
2025-02-05 04:35:03,671 - INFO - valid_loss:1.1940157413482666 in epoch240
2025-02-05 04:35:03,671 - INFO - valid_acc:0.9108078168517335 in epoch240
2025-02-05 04:35:03,671 - INFO - Mean iou = 84.17% in epoch240
Epoch 241/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 04:36:18,838 - INFO - train_loss:1.1803955913435482 in epoch241
2025-02-05 04:36:18,838 - INFO - train_acc:0.9702462862245202 in epoch241
2025-02-05 04:36:18,839 - INFO - Epoch 241: Learning Rate: [5.4486517248627156e-05]
Epoch 241/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:36:23,486 - INFO - valid_loss:1.1940118339326646 in epoch241
2025-02-05 04:36:23,486 - INFO - valid_acc:0.911213087267002 in epoch241
2025-02-05 04:36:23,486 - INFO - Mean iou = 84.24% in epoch241
Epoch 242/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.84batch/s]
2025-02-05 04:37:39,942 - INFO - train_loss:1.1803732552426927 in epoch242
2025-02-05 04:37:39,942 - INFO - train_acc:0.9692488932458082 in epoch242
2025-02-05 04:37:39,942 - INFO - Epoch 242: Learning Rate: [5.4167179099378575e-05]
Epoch 242/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 04:37:44,632 - INFO - valid_loss:1.1936691866980658 in epoch242
2025-02-05 04:37:44,632 - INFO - valid_acc:0.9137595893329896 in epoch242
2025-02-05 04:37:44,632 - INFO - Mean iou = 84.65% in epoch242
Epoch 243/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 04:39:00,529 - INFO - train_loss:1.180352251580421 in epoch243
2025-02-05 04:39:00,529 - INFO - train_acc:0.9702768249344741 in epoch243
2025-02-05 04:39:00,529 - INFO - Epoch 243: Learning Rate: [5.384766985924936e-05]
Epoch 243/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:39:05,178 - INFO - valid_loss:1.1935164795981512 in epoch243
2025-02-05 04:39:05,178 - INFO - valid_acc:0.9102889098239836 in epoch243
2025-02-05 04:39:05,179 - INFO - Mean iou = 84.10% in epoch243
Epoch 244/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:40:20,592 - INFO - train_loss:1.1802665181193792 in epoch244
2025-02-05 04:40:20,592 - INFO - train_acc:0.9698663642986165 in epoch244
2025-02-05 04:40:20,593 - INFO - Epoch 244: Learning Rate: [5.3528002662012944e-05]
Epoch 244/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.95batch/s]
2025-02-05 04:40:25,206 - INFO - valid_loss:1.193840463956197 in epoch244
2025-02-05 04:40:25,207 - INFO - valid_acc:0.910911132290095 in epoch244
2025-02-05 04:40:25,207 - INFO - Mean iou = 84.18% in epoch244
Epoch 245/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.88batch/s]
2025-02-05 04:41:40,368 - INFO - train_loss:1.1803858804364575 in epoch245
2025-02-05 04:41:40,369 - INFO - train_acc:0.9702269939538996 in epoch245
2025-02-05 04:41:40,369 - INFO - Epoch 245: Learning Rate: [5.3208190647935755e-05]
Epoch 245/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.06batch/s]
2025-02-05 04:41:44,740 - INFO - valid_loss:1.1940953334172566 in epoch245
2025-02-05 04:41:44,740 - INFO - valid_acc:0.9091372156026506 in epoch245
2025-02-05 04:41:44,740 - INFO - Mean iou = 83.91% in epoch245
Epoch 246/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:43:00,937 - INFO - train_loss:1.1802824414368216 in epoch246
2025-02-05 04:43:00,938 - INFO - train_acc:0.9710036764806822 in epoch246
2025-02-05 04:43:00,938 - INFO - Epoch 246: Learning Rate: [5.2888246963237064e-05]
Epoch 246/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.02batch/s]
2025-02-05 04:43:05,389 - INFO - valid_loss:1.194218397140503 in epoch246
2025-02-05 04:43:05,389 - INFO - valid_acc:0.9099650461442036 in epoch246
2025-02-05 04:43:05,390 - INFO - Mean iou = 84.04% in epoch246
Epoch 247/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.84batch/s]
2025-02-05 04:44:22,039 - INFO - train_loss:1.1802907243688057 in epoch247
2025-02-05 04:44:22,040 - INFO - train_acc:0.9713712730806633 in epoch247
2025-02-05 04:44:22,040 - INFO - Epoch 247: Learning Rate: [5.256818475954861e-05]
Epoch 247/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.88batch/s]
2025-02-05 04:44:26,834 - INFO - valid_loss:1.1937378115124173 in epoch247
2025-02-05 04:44:26,834 - INFO - valid_acc:0.9117706200859339 in epoch247
2025-02-05 04:44:26,834 - INFO - Mean iou = 84.33% in epoch247
Epoch 248/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 04:45:42,496 - INFO - train_loss:1.1802311662241076 in epoch248
2025-02-05 04:45:42,497 - INFO - train_acc:0.9725329101904816 in epoch248
2025-02-05 04:45:42,497 - INFO - Epoch 248: Learning Rate: [5.2248017193374e-05]
Epoch 248/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 04:45:47,133 - INFO - valid_loss:1.1939156982633803 in epoch248
2025-02-05 04:45:47,134 - INFO - valid_acc:0.9107549925471073 in epoch248
2025-02-05 04:45:47,134 - INFO - Mean iou = 84.17% in epoch248
Epoch 249/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:47:02,422 - INFO - train_loss:1.1802835371477385 in epoch249
2025-02-05 04:47:02,423 - INFO - train_acc:0.9700366904343095 in epoch249
2025-02-05 04:47:02,423 - INFO - Epoch 249: Learning Rate: [5.192775742554787e-05]
Epoch 249/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 04:47:07,014 - INFO - valid_loss:1.1936570405960083 in epoch249
2025-02-05 04:47:07,014 - INFO - valid_acc:0.9114352044497304 in epoch249
2025-02-05 04:47:07,014 - INFO - Mean iou = 84.28% in epoch249
Epoch 250/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 04:48:23,422 - INFO - train_loss:1.1802448448559917 in epoch250
2025-02-05 04:48:23,422 - INFO - train_acc:0.970573376841522 in epoch250
2025-02-05 04:48:23,422 - INFO - Epoch 250: Learning Rate: [5.1607418620694914e-05]
Epoch 250/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.93batch/s]
2025-02-05 04:48:28,082 - INFO - valid_loss:1.1935527192221747 in epoch250
2025-02-05 04:48:28,082 - INFO - valid_acc:0.9125929760702692 in epoch250
2025-02-05 04:48:28,082 - INFO - Mean iou = 84.47% in epoch250
Epoch 251/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 04:49:43,436 - INFO - train_loss:1.180204062597126 in epoch251
2025-02-05 04:49:43,436 - INFO - train_acc:0.9718644106344517 in epoch251
