2025-02-03 14:00:39,701 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, log_dir='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/', log_file_path='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 23:31:09,027 - INFO - Mean iou = 84.82% in epoch241
Epoch 242/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:33:25,078 - INFO - train_loss:1.1806885213293927 in epoch242
2025-02-03 23:33:25,079 - INFO - train_acc:0.9666460386975 in epoch242
2025-02-03 23:33:25,079 - INFO - Epoch 242: Learning Rate: [5.4167179099378575e-05]
Epoch 242/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-03 23:33:30,405 - INFO - valid_loss:1.1936912039915721 in epoch242
2025-02-03 23:33:30,405 - INFO - valid_acc:0.9170824537859308 in epoch242
2025-02-03 23:33:30,405 - INFO - Mean iou = 85.21% in epoch242
Epoch 243/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:35:46,891 - INFO - train_loss:1.1808171589323815 in epoch243
2025-02-03 23:35:46,891 - INFO - train_acc:0.9663125092890626 in epoch243
2025-02-03 23:35:46,892 - INFO - Epoch 243: Learning Rate: [5.384766985924936e-05]
Epoch 243/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 23:35:52,116 - INFO - valid_loss:1.1932853162288666 in epoch243
2025-02-03 23:35:52,117 - INFO - valid_acc:0.9176251925359536 in epoch243
2025-02-03 23:35:52,117 - INFO - Mean iou = 85.29% in epoch243
Epoch 244/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:38:08,184 - INFO - train_loss:1.1807572651416698 in epoch244
2025-02-03 23:38:08,184 - INFO - train_acc:0.9655317468221138 in epoch244
2025-02-03 23:38:08,184 - INFO - Epoch 244: Learning Rate: [5.3528002662012944e-05]
Epoch 244/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 23:38:13,465 - INFO - valid_loss:1.1935579478740692 in epoch244
2025-02-03 23:38:13,466 - INFO - valid_acc:0.9148059038633768 in epoch244
2025-02-03 23:38:13,466 - INFO - Mean iou = 84.83% in epoch244
Epoch 245/500 [Training]: 100%|███████████████████████████████| 188/188 [02:09<00:00,  1.45batch/s]
2025-02-03 23:40:23,123 - INFO - train_loss:1.1807235891514636 in epoch245
2025-02-03 23:40:23,124 - INFO - train_acc:0.9670020641798038 in epoch245
2025-02-03 23:40:23,124 - INFO - Epoch 245: Learning Rate: [5.3208190647935755e-05]
Epoch 245/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 23:40:28,421 - INFO - valid_loss:1.193483591079712 in epoch245
2025-02-03 23:40:28,422 - INFO - valid_acc:0.9161018021206058 in epoch245
2025-02-03 23:40:28,422 - INFO - Mean iou = 85.04% in epoch245
Epoch 246/500 [Training]: 100%|███████████████████████████████| 188/188 [02:15<00:00,  1.38batch/s]
2025-02-03 23:42:44,410 - INFO - train_loss:1.180668407298149 in epoch246
2025-02-03 23:42:44,410 - INFO - train_acc:0.9666929306228499 in epoch246
2025-02-03 23:42:44,410 - INFO - Epoch 246: Learning Rate: [5.2888246963237064e-05]
Epoch 246/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-03 23:42:49,596 - INFO - valid_loss:1.1929643750190735 in epoch246
2025-02-03 23:42:49,596 - INFO - valid_acc:0.9168625880149429 in epoch246
2025-02-03 23:42:49,596 - INFO - Mean iou = 85.17% in epoch246
Epoch 247/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:45:05,859 - INFO - train_loss:1.180731401164481 in epoch247
2025-02-03 23:45:05,859 - INFO - train_acc:0.9667876896085742 in epoch247
2025-02-03 23:45:05,860 - INFO - Epoch 247: Learning Rate: [5.256818475954861e-05]
Epoch 247/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-03 23:45:11,046 - INFO - valid_loss:1.1935791273911793 in epoch247
2025-02-03 23:45:11,046 - INFO - valid_acc:0.9160226921174307 in epoch247
2025-02-03 23:45:11,047 - INFO - Mean iou = 85.03% in epoch247
Epoch 248/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:47:27,112 - INFO - train_loss:1.1807938091298367 in epoch248
2025-02-03 23:47:27,113 - INFO - train_acc:0.9670164091192232 in epoch248
2025-02-03 23:47:27,113 - INFO - Epoch 248: Learning Rate: [5.2248017193374e-05]
Epoch 248/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 23:47:32,340 - INFO - valid_loss:1.193322628736496 in epoch248
2025-02-03 23:47:32,340 - INFO - valid_acc:0.9148589935338728 in epoch248
2025-02-03 23:47:32,341 - INFO - Mean iou = 84.84% in epoch248
Epoch 249/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:49:48,478 - INFO - train_loss:1.1808265739298882 in epoch249
2025-02-03 23:49:48,479 - INFO - train_acc:0.9660988457695087 in epoch249
2025-02-03 23:49:48,479 - INFO - Epoch 249: Learning Rate: [5.192775742554787e-05]
Epoch 249/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 23:49:53,778 - INFO - valid_loss:1.193427840868632 in epoch249
2025-02-03 23:49:53,778 - INFO - valid_acc:0.9163459618217288 in epoch249
2025-02-03 23:49:53,779 - INFO - Mean iou = 85.07% in epoch249
Epoch 250/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:52:09,892 - INFO - train_loss:1.180673840832203 in epoch250
2025-02-03 23:52:09,893 - INFO - train_acc:0.9679982959027241 in epoch250
2025-02-03 23:52:09,893 - INFO - Epoch 250: Learning Rate: [5.1607418620694914e-05]
Epoch 250/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 23:52:15,132 - INFO - valid_loss:1.193653812011083 in epoch250
2025-02-03 23:52:15,132 - INFO - valid_acc:0.9164167552713747 in epoch250
2025-02-03 23:52:15,132 - INFO - Mean iou = 85.09% in epoch250
Epoch 251/500 [Training]: 100%|███████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-03 23:54:27,623 - INFO - train_loss:1.1807562543990764 in epoch251
2025-02-03 23:54:27,624 - INFO - train_acc:0.9669634367537299 in epoch251
2025-02-03 23:54:27,624 - INFO - Epoch 251: Learning Rate: [5.128701394668868e-05]
Epoch 251/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-03 23:54:32,892 - INFO - valid_loss:1.1934237380822499 in epoch251
2025-02-03 23:54:32,893 - INFO - valid_acc:0.9175284551475732 in epoch251
2025-02-03 23:54:32,893 - INFO - Mean iou = 85.26% in epoch251
Epoch 252/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:56:49,223 - INFO - train_loss:1.1809113387097703 in epoch252
2025-02-03 23:56:49,223 - INFO - train_acc:0.9652274478693549 in epoch252
2025-02-03 23:56:49,224 - INFO - Epoch 252: Learning Rate: [5.0966556574110414e-05]
Epoch 252/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-03 23:56:54,530 - INFO - valid_loss:1.1937174598375957 in epoch252
2025-02-03 23:56:54,530 - INFO - valid_acc:0.9167248624645604 in epoch252
2025-02-03 23:56:54,531 - INFO - Mean iou = 85.14% in epoch252
Epoch 253/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 23:59:11,077 - INFO - train_loss:1.1806046880306083 in epoch253
2025-02-03 23:59:11,078 - INFO - train_acc:0.9678657003334373 in epoch253
2025-02-03 23:59:11,078 - INFO - Epoch 253: Learning Rate: [5.064605967570756e-05]
Epoch 253/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-03 23:59:16,273 - INFO - valid_loss:1.193191756804784 in epoch253
2025-02-03 23:59:16,273 - INFO - valid_acc:0.9171866522656748 in epoch253
2025-02-03 23:59:16,273 - INFO - Mean iou = 85.21% in epoch253
Epoch 254/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:01:32,355 - INFO - train_loss:1.180695115885836 in epoch254
2025-02-04 00:01:32,356 - INFO - train_acc:0.9674476584866637 in epoch254
2025-02-04 00:01:32,356 - INFO - Epoch 254: Learning Rate: [5.0325536425852295e-05]
Epoch 254/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.22batch/s]
2025-02-04 00:01:37,752 - INFO - valid_loss:1.193404088417689 in epoch254
2025-02-04 00:01:37,752 - INFO - valid_acc:0.9171538435352734 in epoch254
2025-02-04 00:01:37,752 - INFO - Mean iou = 85.22% in epoch254
Epoch 255/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:03:53,822 - INFO - train_loss:1.180641658762668 in epoch255
2025-02-04 00:03:53,823 - INFO - train_acc:0.9680291207100254 in epoch255
2025-02-04 00:03:53,823 - INFO - Epoch 255: Learning Rate: [5.0005e-05]
Epoch 255/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 00:03:59,032 - INFO - valid_loss:1.1936863859494526 in epoch255
2025-02-04 00:03:59,033 - INFO - valid_acc:0.9174503097170018 in epoch255
2025-02-04 00:03:59,033 - INFO - Mean iou = 85.27% in epoch255
Epoch 256/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:06:15,357 - INFO - train_loss:1.1807239359997688 in epoch256
2025-02-04 00:06:15,358 - INFO - train_acc:0.968404626175496 in epoch256
2025-02-04 00:06:15,358 - INFO - Epoch 256: Learning Rate: [4.968446357414772e-05]
Epoch 256/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 00:06:20,643 - INFO - valid_loss:1.1937514245510101 in epoch256
2025-02-04 00:06:20,643 - INFO - valid_acc:0.9145665531181507 in epoch256
2025-02-04 00:06:20,643 - INFO - Mean iou = 84.79% in epoch256
Epoch 257/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:08:37,117 - INFO - train_loss:1.1806497282170234 in epoch257
2025-02-04 00:08:37,118 - INFO - train_acc:0.968211045011972 in epoch257
2025-02-04 00:08:37,119 - INFO - Epoch 257: Learning Rate: [4.936394032429245e-05]
Epoch 257/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 00:08:42,343 - INFO - valid_loss:1.1936307152112324 in epoch257
2025-02-04 00:08:42,343 - INFO - valid_acc:0.9175599322599227 in epoch257
2025-02-04 00:08:42,343 - INFO - Mean iou = 85.28% in epoch257
Epoch 258/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:10:58,500 - INFO - train_loss:1.1805776078650292 in epoch258
2025-02-04 00:10:58,501 - INFO - train_acc:0.9683948947517421 in epoch258
2025-02-04 00:10:58,501 - INFO - Epoch 258: Learning Rate: [4.9043443425889585e-05]
Epoch 258/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 00:11:03,738 - INFO - valid_loss:1.1937187711397808 in epoch258
2025-02-04 00:11:03,739 - INFO - valid_acc:0.9151368005891264 in epoch258
2025-02-04 00:11:03,739 - INFO - Mean iou = 84.89% in epoch258
Epoch 259/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:13:20,106 - INFO - train_loss:1.1805827218167326 in epoch259
2025-02-04 00:13:20,106 - INFO - train_acc:0.9682942317489374 in epoch259
2025-02-04 00:13:20,107 - INFO - Epoch 259: Learning Rate: [4.872298605331133e-05]
Epoch 259/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 00:13:25,400 - INFO - valid_loss:1.1934067805608113 in epoch259
2025-02-04 00:13:25,401 - INFO - valid_acc:0.9168620460591766 in epoch259
2025-02-04 00:13:25,401 - INFO - Mean iou = 85.16% in epoch259
Epoch 260/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:15:41,817 - INFO - train_loss:1.1806816382611052 in epoch260
2025-02-04 00:15:41,818 - INFO - train_acc:0.9679673698878568 in epoch260
2025-02-04 00:15:41,818 - INFO - Epoch 260: Learning Rate: [4.840258137930511e-05]
Epoch 260/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 00:15:47,041 - INFO - valid_loss:1.193457007408142 in epoch260
2025-02-04 00:15:47,041 - INFO - valid_acc:0.9149911972858606 in epoch260
2025-02-04 00:15:47,041 - INFO - Mean iou = 84.87% in epoch260
Epoch 261/500 [Training]: 100%|███████████████████████████████| 188/188 [02:15<00:00,  1.38batch/s]
2025-02-04 00:18:03,035 - INFO - train_loss:1.180843825669999 in epoch261
2025-02-04 00:18:03,036 - INFO - train_acc:0.9693353397910096 in epoch261
2025-02-04 00:18:03,036 - INFO - Epoch 261: Learning Rate: [4.808224257445213e-05]
Epoch 261/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 00:18:08,291 - INFO - valid_loss:1.1933935383955638 in epoch261
2025-02-04 00:18:08,291 - INFO - valid_acc:0.9165404469956301 in epoch261
2025-02-04 00:18:08,291 - INFO - Mean iou = 85.11% in epoch261
Epoch 262/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:20:24,762 - INFO - train_loss:1.1805193551043247 in epoch262
2025-02-04 00:20:24,762 - INFO - train_acc:0.969181290700636 in epoch262
2025-02-04 00:20:24,763 - INFO - Epoch 262: Learning Rate: [4.776198280662602e-05]
Epoch 262/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 00:20:29,976 - INFO - valid_loss:1.1937098801136017 in epoch262
2025-02-04 00:20:29,977 - INFO - valid_acc:0.9160360549633588 in epoch262
2025-02-04 00:20:29,977 - INFO - Mean iou = 85.03% in epoch262
Epoch 263/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:22:46,258 - INFO - train_loss:1.180479459306027 in epoch263
2025-02-04 00:22:46,259 - INFO - train_acc:0.9691534960126991 in epoch263
2025-02-04 00:22:46,259 - INFO - Epoch 263: Learning Rate: [4.74418152404514e-05]
Epoch 263/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 00:22:51,507 - INFO - valid_loss:1.1936504046122234 in epoch263
2025-02-04 00:22:51,508 - INFO - valid_acc:0.9157013514640372 in epoch263
2025-02-04 00:22:51,508 - INFO - Mean iou = 84.98% in epoch263
Epoch 264/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:25:07,931 - INFO - train_loss:1.1806343369027401 in epoch264
2025-02-04 00:25:07,931 - INFO - train_acc:0.9686978566079548 in epoch264
2025-02-04 00:25:07,932 - INFO - Epoch 264: Learning Rate: [4.712175303676295e-05]
Epoch 264/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 00:25:13,182 - INFO - valid_loss:1.1936275660991669 in epoch264
2025-02-04 00:25:13,183 - INFO - valid_acc:0.9170314082150687 in epoch264
2025-02-04 00:25:13,183 - INFO - Mean iou = 85.19% in epoch264
Epoch 265/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:27:29,265 - INFO - train_loss:1.1805407633172704 in epoch265
2025-02-04 00:27:29,266 - INFO - train_acc:0.9697440582148564 in epoch265
2025-02-04 00:27:29,266 - INFO - Epoch 265: Learning Rate: [4.6801809352064265e-05]
Epoch 265/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 00:27:34,551 - INFO - valid_loss:1.1935798128445942 in epoch265
2025-02-04 00:27:34,552 - INFO - valid_acc:0.9159904460305887 in epoch265
2025-02-04 00:27:34,552 - INFO - Mean iou = 85.04% in epoch265
Epoch 266/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:29:51,201 - INFO - train_loss:1.1806881415083053 in epoch266
2025-02-04 00:29:51,202 - INFO - train_acc:0.9677393522856259 in epoch266
2025-02-04 00:29:51,202 - INFO - Epoch 266: Learning Rate: [4.648199733798706e-05]
Epoch 266/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 00:29:56,450 - INFO - valid_loss:1.1931797166665394 in epoch266
2025-02-04 00:29:56,451 - INFO - valid_acc:0.9184393075761484 in epoch266
2025-02-04 00:29:56,451 - INFO - Mean iou = 85.42% in epoch266
2025-02-04 00:29:56,452 - INFO - save the model in epoch266
Epoch 267/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:32:12,980 - INFO - train_loss:1.180253583066007 in epoch267
2025-02-04 00:32:12,981 - INFO - train_acc:0.9700045738638334 in epoch267
2025-02-04 00:32:12,982 - INFO - Epoch 267: Learning Rate: [4.616233014075065e-05]
Epoch 267/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.35batch/s]
2025-02-04 00:32:18,088 - INFO - valid_loss:1.1935942471027374 in epoch267
2025-02-04 00:32:18,089 - INFO - valid_acc:0.9165331139197354 in epoch267
2025-02-04 00:32:18,089 - INFO - Mean iou = 85.12% in epoch267
Epoch 268/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:34:34,536 - INFO - train_loss:1.1804089717408444 in epoch268
2025-02-04 00:34:34,537 - INFO - train_acc:0.9701874540836098 in epoch268
2025-02-04 00:34:34,537 - INFO - Epoch 268: Learning Rate: [4.584282090062143e-05]
Epoch 268/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 00:34:39,861 - INFO - valid_loss:1.193497230609258 in epoch268
2025-02-04 00:34:39,861 - INFO - valid_acc:0.9177493680027714 in epoch268
2025-02-04 00:34:39,861 - INFO - Mean iou = 85.31% in epoch268
Epoch 269/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:36:55,984 - INFO - train_loss:1.1804991618115852 in epoch269
2025-02-04 00:36:55,985 - INFO - train_acc:0.9698432450381705 in epoch269
2025-02-04 00:36:55,985 - INFO - Epoch 269: Learning Rate: [4.552348275137285e-05]
Epoch 269/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-04 00:37:01,192 - INFO - valid_loss:1.1940804918607075 in epoch269
2025-02-04 00:37:01,192 - INFO - valid_acc:0.9128765339524901 in epoch269
2025-02-04 00:37:01,193 - INFO - Mean iou = 84.53% in epoch269
Epoch 270/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:39:17,494 - INFO - train_loss:1.1805808049567201 in epoch270
2025-02-04 00:39:17,495 - INFO - train_acc:0.9700462695820803 in epoch270
2025-02-04 00:39:17,495 - INFO - Epoch 270: Learning Rate: [4.520432881974546e-05]
Epoch 270/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 00:39:22,798 - INFO - valid_loss:1.193631927172343 in epoch270
2025-02-04 00:39:22,799 - INFO - valid_acc:0.9152930886424767 in epoch270
2025-02-04 00:39:22,799 - INFO - Mean iou = 84.93% in epoch270
Epoch 271/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:41:39,111 - INFO - train_loss:1.1804443166611043 in epoch271
2025-02-04 00:41:39,112 - INFO - train_acc:0.9705474956907962 in epoch271
2025-02-04 00:41:39,112 - INFO - Epoch 271: Learning Rate: [4.4885372224907345e-05]
Epoch 271/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 00:41:44,442 - INFO - valid_loss:1.193514883518219 in epoch271
2025-02-04 00:41:44,442 - INFO - valid_acc:0.916363417415876 in epoch271
2025-02-04 00:41:44,443 - INFO - Mean iou = 85.08% in epoch271
Epoch 272/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:44:00,767 - INFO - train_loss:1.1804860063055729 in epoch272
2025-02-04 00:44:00,768 - INFO - train_acc:0.970382679723423 in epoch272
2025-02-04 00:44:00,768 - INFO - Epoch 272: Learning Rate: [4.456662607791483e-05]
Epoch 272/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 00:44:06,033 - INFO - valid_loss:1.1933238208293915 in epoch272
2025-02-04 00:44:06,034 - INFO - valid_acc:0.9174151346700675 in epoch272
2025-02-04 00:44:06,034 - INFO - Mean iou = 85.24% in epoch272
Epoch 273/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:46:22,360 - INFO - train_loss:1.1805399694341294 in epoch273
2025-02-04 00:46:22,361 - INFO - train_acc:0.9694443961095327 in epoch273
2025-02-04 00:46:22,361 - INFO - Epoch 273: Learning Rate: [4.424810348117364e-05]
Epoch 273/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 00:46:27,704 - INFO - valid_loss:1.1934863924980164 in epoch273
2025-02-04 00:46:27,704 - INFO - valid_acc:0.9162051229946925 in epoch273
2025-02-04 00:46:27,704 - INFO - Mean iou = 85.07% in epoch273
Epoch 274/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:48:44,275 - INFO - train_loss:1.1804519650783944 in epoch274
2025-02-04 00:48:44,276 - INFO - train_acc:0.9704150859580807 in epoch274
2025-02-04 00:48:44,276 - INFO - Epoch 274: Learning Rate: [4.39298175279001e-05]
Epoch 274/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 00:48:49,496 - INFO - valid_loss:1.1934610505898793 in epoch274
2025-02-04 00:48:49,497 - INFO - valid_acc:0.9166578090656338 in epoch274
2025-02-04 00:48:49,497 - INFO - Mean iou = 85.13% in epoch274
Epoch 275/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:51:05,957 - INFO - train_loss:1.1804137692806569 in epoch275
2025-02-04 00:51:05,958 - INFO - train_acc:0.9701672289499821 in epoch275
2025-02-04 00:51:05,958 - INFO - Epoch 275: Learning Rate: [4.361178130158313e-05]
Epoch 275/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 00:51:11,190 - INFO - valid_loss:1.1934119363625844 in epoch275
2025-02-04 00:51:11,190 - INFO - valid_acc:0.9175206713011005 in epoch275
2025-02-04 00:51:11,191 - INFO - Mean iou = 85.27% in epoch275
Epoch 276/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:53:27,336 - INFO - train_loss:1.1804430021884593 in epoch276
2025-02-04 00:53:27,336 - INFO - train_acc:0.9709875825799306 in epoch276
2025-02-04 00:53:27,337 - INFO - Epoch 276: Learning Rate: [4.329400787544632e-05]
Epoch 276/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.20batch/s]
2025-02-04 00:53:32,795 - INFO - valid_loss:1.193511704603831 in epoch276
2025-02-04 00:53:32,795 - INFO - valid_acc:0.9165294371695077 in epoch276
2025-02-04 00:53:32,795 - INFO - Mean iou = 85.11% in epoch276
Epoch 277/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-04 00:55:49,529 - INFO - train_loss:1.1806112920984309 in epoch277
2025-02-04 00:55:49,530 - INFO - train_acc:0.9702053704197833 in epoch277
2025-02-04 00:55:49,530 - INFO - Epoch 277: Learning Rate: [4.29765103119106e-05]
Epoch 277/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 00:55:54,774 - INFO - valid_loss:1.1933095057805378 in epoch277
2025-02-04 00:55:54,774 - INFO - valid_acc:0.9173913310291121 in epoch277
2025-02-04 00:55:54,774 - INFO - Mean iou = 85.25% in epoch277
Epoch 278/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 00:58:10,958 - INFO - train_loss:1.180456245199163 in epoch278
2025-02-04 00:58:10,959 - INFO - train_acc:0.9707621628047307 in epoch278
2025-02-04 00:58:10,959 - INFO - Epoch 278: Learning Rate: [4.265930166205724e-05]
Epoch 278/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 00:58:16,239 - INFO - valid_loss:1.1935238043467205 in epoch278
2025-02-04 00:58:16,240 - INFO - valid_acc:0.9164836996490918 in epoch278
2025-02-04 00:58:16,240 - INFO - Mean iou = 85.11% in epoch278
Epoch 279/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:00:32,770 - INFO - train_loss:1.1804713277106589 in epoch279
2025-02-04 01:00:32,770 - INFO - train_acc:0.9713537746484812 in epoch279
2025-02-04 01:00:32,771 - INFO - Epoch 279: Learning Rate: [4.234239496509142e-05]
Epoch 279/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:00:38,070 - INFO - valid_loss:1.1934710144996643 in epoch279
2025-02-04 01:00:38,070 - INFO - valid_acc:0.9179729653785892 in epoch279
2025-02-04 01:00:38,071 - INFO - Mean iou = 85.34% in epoch279
Epoch 280/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:02:54,402 - INFO - train_loss:1.1802540960464072 in epoch280
2025-02-04 01:02:54,402 - INFO - train_acc:0.9711453012665675 in epoch280
2025-02-04 01:02:54,403 - INFO - Epoch 280: Learning Rate: [4.2025803247806206e-05]
Epoch 280/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-04 01:02:59,596 - INFO - valid_loss:1.193202942609787 in epoch280
2025-02-04 01:02:59,596 - INFO - valid_acc:0.9178779986956935 in epoch280
2025-02-04 01:02:59,596 - INFO - Mean iou = 85.33% in epoch280
