2025-02-02 17:38:53,627 - INFO - Namespace(device='cuda:4', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_3UNetlinear_02-02-17-38-52/', log_file_path='../../de_logistics/ACDC_3UNetlinear_02-02-17-38-52/training.log')
Epoch 1/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:08:16,173 - INFO - valid_loss:1.151683723225313 in epoch228
2025-02-02 22:08:16,173 - INFO - valid_acc:0.9386206866336384 in epoch228
2025-02-02 22:08:16,173 - INFO - Mean iou = 88.78% in epoch228
Epoch 229/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:09:20,008 - INFO - train_loss:1.1517464923858642 in epoch229
2025-02-02 22:09:20,008 - INFO - train_acc:0.9788373569942722 in epoch229
2025-02-02 22:09:20,008 - INFO - Epoch 229: Learning Rate: [5.830046047595289e-05]
Epoch 229/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 22:09:26,908 - INFO - valid_loss:1.1509318281622494 in epoch229
2025-02-02 22:09:26,909 - INFO - valid_acc:0.9395435176619155 in epoch229
2025-02-02 22:09:26,909 - INFO - Mean iou = 88.93% in epoch229
Epoch 230/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:10:30,781 - INFO - train_loss:1.1514302754402161 in epoch230
2025-02-02 22:10:30,782 - INFO - train_acc:0.9792969763584047 in epoch230
2025-02-02 22:10:30,782 - INFO - Epoch 230: Learning Rate: [5.798419675219379e-05]
Epoch 230/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:07<00:00,  2.39batch/s]
2025-02-02 22:10:37,898 - INFO - valid_loss:1.1510245870141422 in epoch230
2025-02-02 22:10:37,899 - INFO - valid_acc:0.9394981713606622 in epoch230
2025-02-02 22:10:37,899 - INFO - Mean iou = 88.92% in epoch230
Epoch 231/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:11:41,861 - INFO - train_loss:1.1515578877925874 in epoch231
2025-02-02 22:11:41,861 - INFO - train_acc:0.9791061961155316 in epoch231
2025-02-02 22:11:41,861 - INFO - Epoch 231: Learning Rate: [5.766760503490859e-05]
Epoch 231/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 22:11:48,779 - INFO - valid_loss:1.1511660744162167 in epoch231
2025-02-02 22:11:48,780 - INFO - valid_acc:0.9388993557677419 in epoch231
2025-02-02 22:11:48,780 - INFO - Mean iou = 88.82% in epoch231
Epoch 232/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:12:52,681 - INFO - train_loss:1.1517356157302856 in epoch232
2025-02-02 22:12:52,682 - INFO - train_acc:0.9792685302678484 in epoch232
2025-02-02 22:12:52,682 - INFO - Epoch 232: Learning Rate: [5.735069833794277e-05]
Epoch 232/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.44batch/s]
2025-02-02 22:12:59,654 - INFO - valid_loss:1.150762354626375 in epoch232
2025-02-02 22:12:59,655 - INFO - valid_acc:0.9394099359225722 in epoch232
2025-02-02 22:12:59,655 - INFO - Mean iou = 88.90% in epoch232
Epoch 233/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:14:03,293 - INFO - train_loss:1.15161292552948 in epoch233
2025-02-02 22:14:03,294 - INFO - train_acc:0.9795287679076242 in epoch233
2025-02-02 22:14:03,294 - INFO - Epoch 233: Learning Rate: [5.703348968808942e-05]
Epoch 233/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.47batch/s]
2025-02-02 22:14:10,174 - INFO - valid_loss:1.1507640445933622 in epoch233
2025-02-02 22:14:10,175 - INFO - valid_acc:0.9390749725938106 in epoch233
2025-02-02 22:14:10,175 - INFO - Mean iou = 88.85% in epoch233
Epoch 234/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:15:14,108 - INFO - train_loss:1.1516773879528046 in epoch234
2025-02-02 22:15:14,109 - INFO - train_acc:0.9793868528813998 in epoch234
2025-02-02 22:15:14,109 - INFO - Epoch 234: Learning Rate: [5.671599212455368e-05]
Epoch 234/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.48batch/s]
2025-02-02 22:15:20,960 - INFO - valid_loss:1.151330274694106 in epoch234
2025-02-02 22:15:20,960 - INFO - valid_acc:0.9390331356449293 in epoch234
2025-02-02 22:15:20,961 - INFO - Mean iou = 88.84% in epoch234
Epoch 235/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:16:24,926 - INFO - train_loss:1.151385383605957 in epoch235
2025-02-02 22:16:24,927 - INFO - train_acc:0.9797920476560601 in epoch235
2025-02-02 22:16:24,927 - INFO - Epoch 235: Learning Rate: [5.6398218698416884e-05]
Epoch 235/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.49batch/s]
2025-02-02 22:16:31,764 - INFO - valid_loss:1.1511081036399393 in epoch235
2025-02-02 22:16:31,765 - INFO - valid_acc:0.9393321100185608 in epoch235
2025-02-02 22:16:31,765 - INFO - Mean iou = 88.89% in epoch235
Epoch 236/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:17:35,666 - INFO - train_loss:1.1514806246757507 in epoch236
2025-02-02 22:17:35,667 - INFO - train_acc:0.9798527911795368 in epoch236
2025-02-02 22:17:35,667 - INFO - Epoch 236: Learning Rate: [5.6080182472099915e-05]
Epoch 236/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.50batch/s]
2025-02-02 22:17:42,465 - INFO - valid_loss:1.1508220854927511 in epoch236
2025-02-02 22:17:42,465 - INFO - valid_acc:0.9393006178104661 in epoch236
2025-02-02 22:17:42,465 - INFO - Mean iou = 88.89% in epoch236
Epoch 237/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:18:46,397 - INFO - train_loss:1.151744122505188 in epoch237
2025-02-02 22:18:46,398 - INFO - train_acc:0.97975148237604 in epoch237
2025-02-02 22:18:46,398 - INFO - Epoch 237: Learning Rate: [5.576189651882637e-05]
Epoch 237/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.44batch/s]
2025-02-02 22:18:53,355 - INFO - valid_loss:1.1507874446756698 in epoch237
2025-02-02 22:18:53,355 - INFO - valid_acc:0.9400085631878187 in epoch237
2025-02-02 22:18:53,355 - INFO - Mean iou = 89.00% in epoch237
Epoch 238/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:19:56,954 - INFO - train_loss:1.151621412038803 in epoch238
2025-02-02 22:19:56,955 - INFO - train_acc:0.97992962306734 in epoch238
2025-02-02 22:19:56,955 - INFO - Epoch 238: Learning Rate: [5.544337392208516e-05]
Epoch 238/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.51batch/s]
2025-02-02 22:20:03,718 - INFO - valid_loss:1.15104579224306 in epoch238
2025-02-02 22:20:03,719 - INFO - valid_acc:0.9392189464332196 in epoch238
2025-02-02 22:20:03,719 - INFO - Mean iou = 88.88% in epoch238
Epoch 239/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:21:07,253 - INFO - train_loss:1.151480712890625 in epoch239
2025-02-02 22:21:07,253 - INFO - train_acc:0.980046111140561 in epoch239
2025-02-02 22:21:07,253 - INFO - Epoch 239: Learning Rate: [5.5124627775092675e-05]
Epoch 239/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 22:21:14,162 - INFO - valid_loss:1.1511399956310497 in epoch239
2025-02-02 22:21:14,162 - INFO - valid_acc:0.939057417542531 in epoch239
2025-02-02 22:21:14,162 - INFO - Mean iou = 88.85% in epoch239
Epoch 240/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:22:17,834 - INFO - train_loss:1.1516418850421906 in epoch240
2025-02-02 22:22:17,834 - INFO - train_acc:0.9799143812713484 in epoch240
2025-02-02 22:22:17,835 - INFO - Epoch 240: Learning Rate: [5.480567118025455e-05]
Epoch 240/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 22:22:24,546 - INFO - valid_loss:1.151233518824858 in epoch240
2025-02-02 22:22:24,546 - INFO - valid_acc:0.9392422861728029 in epoch240
2025-02-02 22:22:24,547 - INFO - Mean iou = 88.87% in epoch240
Epoch 241/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:23:28,051 - INFO - train_loss:1.1515802574157714 in epoch241
2025-02-02 22:23:28,051 - INFO - train_acc:0.9799674313827046 in epoch241
2025-02-02 22:23:28,052 - INFO - Epoch 241: Learning Rate: [5.4486517248627156e-05]
Epoch 241/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.45batch/s]
2025-02-02 22:23:34,980 - INFO - valid_loss:1.1508999081218945 in epoch241
2025-02-02 22:23:34,981 - INFO - valid_acc:0.9393114550203085 in epoch241
2025-02-02 22:23:34,981 - INFO - Mean iou = 88.89% in epoch241
Epoch 242/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:24:38,681 - INFO - train_loss:1.1513157057762147 in epoch242
2025-02-02 22:24:38,682 - INFO - train_acc:0.9802376128214471 in epoch242
2025-02-02 22:24:38,682 - INFO - Epoch 242: Learning Rate: [5.4167179099378575e-05]
Epoch 242/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.45batch/s]
2025-02-02 22:24:45,632 - INFO - valid_loss:1.1507165782591875 in epoch242
2025-02-02 22:24:45,632 - INFO - valid_acc:0.9395877677984862 in epoch242
2025-02-02 22:24:45,632 - INFO - Mean iou = 88.93% in epoch242
Epoch 243/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:25:49,222 - INFO - train_loss:1.1515219235420227 in epoch243
2025-02-02 22:25:49,223 - INFO - train_acc:0.980246226062375 in epoch243
2025-02-02 22:25:49,223 - INFO - Epoch 243: Learning Rate: [5.384766985924936e-05]
Epoch 243/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.51batch/s]
2025-02-02 22:25:55,986 - INFO - valid_loss:1.1508885902516983 in epoch243
2025-02-02 22:25:55,986 - INFO - valid_acc:0.939090870471324 in epoch243
2025-02-02 22:25:55,986 - INFO - Mean iou = 88.85% in epoch243
Epoch 244/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 22:27:00,127 - INFO - train_loss:1.1515015482902526 in epoch244
2025-02-02 22:27:00,128 - INFO - train_acc:0.980315817886467 in epoch244
2025-02-02 22:27:00,128 - INFO - Epoch 244: Learning Rate: [5.3528002662012944e-05]
Epoch 244/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.45batch/s]
2025-02-02 22:27:07,081 - INFO - valid_loss:1.1513126387315638 in epoch244
2025-02-02 22:27:07,081 - INFO - valid_acc:0.9390610047919326 in epoch244
2025-02-02 22:27:07,081 - INFO - Mean iou = 88.85% in epoch244
Epoch 245/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 22:28:11,034 - INFO - train_loss:1.1513472986221314 in epoch245
2025-02-02 22:28:11,034 - INFO - train_acc:0.9805280331335002 in epoch245
2025-02-02 22:28:11,035 - INFO - Epoch 245: Learning Rate: [5.3208190647935755e-05]
Epoch 245/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.49batch/s]
2025-02-02 22:28:17,864 - INFO - valid_loss:1.150760811917922 in epoch245
2025-02-02 22:28:17,864 - INFO - valid_acc:0.9387373012706177 in epoch245
2025-02-02 22:28:17,864 - INFO - Mean iou = 88.79% in epoch245
Epoch 246/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:29:21,572 - INFO - train_loss:1.1513844180107116 in epoch246
2025-02-02 22:29:21,573 - INFO - train_acc:0.9807046554127973 in epoch246
2025-02-02 22:29:21,573 - INFO - Epoch 246: Learning Rate: [5.2888246963237064e-05]
Epoch 246/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.50batch/s]
2025-02-02 22:29:28,369 - INFO - valid_loss:1.1510474611731136 in epoch246
2025-02-02 22:29:28,369 - INFO - valid_acc:0.9379417731664685 in epoch246
2025-02-02 22:29:28,370 - INFO - Mean iou = 88.65% in epoch246
Epoch 247/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 22:30:32,044 - INFO - train_loss:1.151402200460434 in epoch247
2025-02-02 22:30:32,045 - INFO - train_acc:0.9805439846151964 in epoch247
2025-02-02 22:30:32,045 - INFO - Epoch 247: Learning Rate: [5.256818475954861e-05]
Epoch 247/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 22:30:38,769 - INFO - valid_loss:1.15121889815611 in epoch247
2025-02-02 22:30:38,770 - INFO - valid_acc:0.9385011753226765 in epoch247
2025-02-02 22:30:38,770 - INFO - Mean iou = 88.75% in epoch247
Epoch 248/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 22:31:42,864 - INFO - train_loss:1.1514491903781892 in epoch248
2025-02-02 22:31:42,865 - INFO - train_acc:0.9804161351083771 in epoch248
2025-02-02 22:31:42,865 - INFO - Epoch 248: Learning Rate: [5.2248017193374e-05]
Epoch 248/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.52batch/s]
2025-02-02 22:31:49,600 - INFO - valid_loss:1.151391681502847 in epoch248
2025-02-02 22:31:49,600 - INFO - valid_acc:0.9386391927189319 in epoch248
2025-02-02 22:31:49,601 - INFO - Mean iou = 88.77% in epoch248
Epoch 249/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 22:32:52,735 - INFO - train_loss:1.1512566936016082 in epoch249
2025-02-02 22:32:52,736 - INFO - train_acc:0.9808146414036696 in epoch249
2025-02-02 22:32:52,736 - INFO - Epoch 249: Learning Rate: [5.192775742554787e-05]
Epoch 249/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.56batch/s]
2025-02-02 22:32:59,367 - INFO - valid_loss:1.151535433881423 in epoch249
2025-02-02 22:32:59,367 - INFO - valid_acc:0.9374853024643715 in epoch249
2025-02-02 22:32:59,367 - INFO - Mean iou = 88.59% in epoch249
Epoch 250/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:34:02,073 - INFO - train_loss:1.1513229429721832 in epoch250
2025-02-02 22:34:02,074 - INFO - train_acc:0.981135303021187 in epoch250
2025-02-02 22:34:02,074 - INFO - Epoch 250: Learning Rate: [5.1607418620694914e-05]
Epoch 250/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.65batch/s]
2025-02-02 22:34:08,485 - INFO - valid_loss:1.1509494080263025 in epoch250
2025-02-02 22:34:08,485 - INFO - valid_acc:0.9391386568668696 in epoch250
2025-02-02 22:34:08,485 - INFO - Mean iou = 88.86% in epoch250
Epoch 251/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:35:11,226 - INFO - train_loss:1.151438375711441 in epoch251
2025-02-02 22:35:11,226 - INFO - train_acc:0.9809683224252674 in epoch251
2025-02-02 22:35:11,226 - INFO - Epoch 251: Learning Rate: [5.128701394668868e-05]
Epoch 251/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.58batch/s]
2025-02-02 22:35:17,813 - INFO - valid_loss:1.1511670701644 in epoch251
2025-02-02 22:35:17,813 - INFO - valid_acc:0.9391408460459038 in epoch251
2025-02-02 22:35:17,813 - INFO - Mean iou = 88.86% in epoch251
Epoch 252/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.60batch/s]
2025-02-02 22:36:20,455 - INFO - train_loss:1.1513997757434844 in epoch252
2025-02-02 22:36:20,456 - INFO - train_acc:0.9811696423069185 in epoch252
2025-02-02 22:36:20,456 - INFO - Epoch 252: Learning Rate: [5.0966556574110414e-05]
Epoch 252/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 22:36:27,184 - INFO - valid_loss:1.1512119209065157 in epoch252
2025-02-02 22:36:27,185 - INFO - valid_acc:0.9388322944946194 in epoch252
2025-02-02 22:36:27,185 - INFO - Mean iou = 88.81% in epoch252
Epoch 253/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:37:29,954 - INFO - train_loss:1.1512764358520509 in epoch253
2025-02-02 22:37:29,954 - INFO - train_acc:0.981246810820607 in epoch253
2025-02-02 22:37:29,955 - INFO - Epoch 253: Learning Rate: [5.064605967570756e-05]
Epoch 253/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.59batch/s]
2025-02-02 22:37:36,523 - INFO - valid_loss:1.1508961425108069 in epoch253
2025-02-02 22:37:36,523 - INFO - valid_acc:0.9390567890031906 in epoch253
2025-02-02 22:37:36,523 - INFO - Mean iou = 88.84% in epoch253
Epoch 254/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 22:38:39,652 - INFO - train_loss:1.1513958084583282 in epoch254
2025-02-02 22:38:39,653 - INFO - train_acc:0.981112968450741 in epoch254
2025-02-02 22:38:39,653 - INFO - Epoch 254: Learning Rate: [5.0325536425852295e-05]
Epoch 254/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.61batch/s]
2025-02-02 22:38:46,177 - INFO - valid_loss:1.1512379085316378 in epoch254
2025-02-02 22:38:46,177 - INFO - valid_acc:0.9379728574101928 in epoch254
2025-02-02 22:38:46,177 - INFO - Mean iou = 88.67% in epoch254
Epoch 255/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:39:48,942 - INFO - train_loss:1.1513704097270965 in epoch255
2025-02-02 22:39:48,943 - INFO - train_acc:0.9812898291757435 in epoch255
2025-02-02 22:39:48,943 - INFO - Epoch 255: Learning Rate: [5.0005e-05]
Epoch 255/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.57batch/s]
2025-02-02 22:39:55,566 - INFO - valid_loss:1.1512346267700195 in epoch255
2025-02-02 22:39:55,567 - INFO - valid_acc:0.9385156907456117 in epoch255
2025-02-02 22:39:55,567 - INFO - Mean iou = 88.76% in epoch255
Epoch 256/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:40:58,355 - INFO - train_loss:1.15146507024765 in epoch256
2025-02-02 22:40:58,356 - INFO - train_acc:0.9812058645034023 in epoch256
2025-02-02 22:40:58,356 - INFO - Epoch 256: Learning Rate: [4.968446357414772e-05]
Epoch 256/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.59batch/s]
2025-02-02 22:41:04,929 - INFO - valid_loss:1.1511440838084501 in epoch256
2025-02-02 22:41:04,929 - INFO - valid_acc:0.9382420907349756 in epoch256
2025-02-02 22:41:04,929 - INFO - Mean iou = 88.71% in epoch256
Epoch 257/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 22:42:08,093 - INFO - train_loss:1.1513210725784302 in epoch257
2025-02-02 22:42:08,093 - INFO - train_acc:0.9815165050758289 in epoch257
2025-02-02 22:42:08,094 - INFO - Epoch 257: Learning Rate: [4.936394032429245e-05]
Epoch 257/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.60batch/s]
2025-02-02 22:42:14,626 - INFO - valid_loss:1.1512353630626904 in epoch257
2025-02-02 22:42:14,626 - INFO - valid_acc:0.9385896123531772 in epoch257
2025-02-02 22:42:14,626 - INFO - Mean iou = 88.76% in epoch257
Epoch 258/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 22:43:18,091 - INFO - train_loss:1.1513412141799926 in epoch258
2025-02-02 22:43:18,092 - INFO - train_acc:0.9816924716336888 in epoch258
2025-02-02 22:43:18,092 - INFO - Epoch 258: Learning Rate: [4.9043443425889585e-05]
Epoch 258/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.60batch/s]
2025-02-02 22:43:24,633 - INFO - valid_loss:1.1511063786113964 in epoch258
2025-02-02 22:43:24,633 - INFO - valid_acc:0.9381771088874112 in epoch258
2025-02-02 22:43:24,634 - INFO - Mean iou = 88.70% in epoch258
Epoch 259/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:44:27,543 - INFO - train_loss:1.151066586971283 in epoch259
2025-02-02 22:44:27,544 - INFO - train_acc:0.9815511303187421 in epoch259
2025-02-02 22:44:27,544 - INFO - Epoch 259: Learning Rate: [4.872298605331133e-05]
Epoch 259/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.63batch/s]
2025-02-02 22:44:34,000 - INFO - valid_loss:1.1511452268151676 in epoch259
2025-02-02 22:44:34,000 - INFO - valid_acc:0.9388099554568953 in epoch259
2025-02-02 22:44:34,000 - INFO - Mean iou = 88.80% in epoch259
Epoch 260/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:45:36,995 - INFO - train_loss:1.1513951921463013 in epoch260
2025-02-02 22:45:36,995 - INFO - train_acc:0.9817253429507714 in epoch260
2025-02-02 22:45:36,995 - INFO - Epoch 260: Learning Rate: [4.840258137930511e-05]
Epoch 260/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.62batch/s]
2025-02-02 22:45:43,486 - INFO - valid_loss:1.1509633765501135 in epoch260
2025-02-02 22:45:43,487 - INFO - valid_acc:0.9387399112280777 in epoch260
2025-02-02 22:45:43,487 - INFO - Mean iou = 88.79% in epoch260
Epoch 261/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.59batch/s]
2025-02-02 22:46:46,489 - INFO - train_loss:1.151282204389572 in epoch261
2025-02-02 22:46:46,489 - INFO - train_acc:0.9818827309155688 in epoch261
2025-02-02 22:46:46,490 - INFO - Epoch 261: Learning Rate: [4.808224257445213e-05]
Epoch 261/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.48batch/s]
2025-02-02 22:46:53,358 - INFO - valid_loss:1.1508987020043766 in epoch261
2025-02-02 22:46:53,359 - INFO - valid_acc:0.9390842169748472 in epoch261
2025-02-02 22:46:53,359 - INFO - Mean iou = 88.84% in epoch261
Epoch 262/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 22:47:56,453 - INFO - train_loss:1.1512337839603424 in epoch262
2025-02-02 22:47:56,454 - INFO - train_acc:0.9820419800615192 in epoch262
2025-02-02 22:47:56,454 - INFO - Epoch 262: Learning Rate: [4.776198280662602e-05]
Epoch 262/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.56batch/s]
2025-02-02 22:48:03,087 - INFO - valid_loss:1.151317975100349 in epoch262
2025-02-02 22:48:03,087 - INFO - valid_acc:0.9382424870570891 in epoch262
2025-02-02 22:48:03,087 - INFO - Mean iou = 88.71% in epoch262
Epoch 263/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:49:05,993 - INFO - train_loss:1.151418046951294 in epoch263
2025-02-02 22:49:05,994 - INFO - train_acc:0.9819551370856336 in epoch263
2025-02-02 22:49:05,994 - INFO - Epoch 263: Learning Rate: [4.74418152404514e-05]
Epoch 263/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.51batch/s]
2025-02-02 22:49:12,766 - INFO - valid_loss:1.1517125858980066 in epoch263
2025-02-02 22:49:12,766 - INFO - valid_acc:0.9374388038448838 in epoch263
2025-02-02 22:49:12,766 - INFO - Mean iou = 88.57% in epoch263
Epoch 264/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:50:15,562 - INFO - train_loss:1.1513196778297425 in epoch264
2025-02-02 22:50:15,563 - INFO - train_acc:0.9818279928769374 in epoch264
2025-02-02 22:50:15,563 - INFO - Epoch 264: Learning Rate: [4.712175303676295e-05]
Epoch 264/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.57batch/s]
2025-02-02 22:50:22,184 - INFO - valid_loss:1.1510129535899443 in epoch264
2025-02-02 22:50:22,184 - INFO - valid_acc:0.9383744764008929 in epoch264
2025-02-02 22:50:22,184 - INFO - Mean iou = 88.72% in epoch264
Epoch 265/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 22:51:25,114 - INFO - train_loss:1.151254241466522 in epoch265
2025-02-02 22:51:25,115 - INFO - train_acc:0.98188210713825 in epoch265
2025-02-02 22:51:25,115 - INFO - Epoch 265: Learning Rate: [4.6801809352064265e-05]
Epoch 265/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.60batch/s]
2025-02-02 22:51:31,650 - INFO - valid_loss:1.1511712635264677 in epoch265
2025-02-02 22:51:31,651 - INFO - valid_acc:0.9387008582879838 in epoch265
2025-02-02 22:51:31,651 - INFO - Mean iou = 88.78% in epoch265
