2025-01-26 01:45:27,643 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=1000, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/', log_file_path='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/training.log')
Epoch 1/1000 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:44<00:00,  1.69batch/s]
2025-01-26 11:52:13,877 - INFO - train_acc:0.9869220076363183 in epoch627
2025-01-26 11:52:13,877 - INFO - Epoch 627: Learning Rate: [3.112953979043146e-05]
Epoch 627/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.48batch/s]
2025-01-26 11:52:29,189 - INFO - valid_loss:1.1083618276997615 in epoch627
2025-01-26 11:52:29,190 - INFO - valid_acc:0.9131628220942514 in epoch627
2025-01-26 11:52:29,190 - INFO - Mean iou = 84.61% in epoch627
Epoch 628/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 11:53:12,325 - INFO - train_loss:1.0992763662338256 in epoch628
2025-01-26 11:53:12,326 - INFO - train_acc:0.9868020834083525 in epoch628
2025-01-26 11:53:12,326 - INFO - Epoch 628: Learning Rate: [3.098272629436618e-05]
Epoch 628/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 11:53:27,368 - INFO - valid_loss:1.1086291733540987 in epoch628
2025-01-26 11:53:27,369 - INFO - valid_acc:0.9118512330193969 in epoch628
2025-01-26 11:53:27,369 - INFO - Mean iou = 84.40% in epoch628
Epoch 629/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 11:54:10,355 - INFO - train_loss:1.0993709882100424 in epoch629
2025-01-26 11:54:10,356 - INFO - train_acc:0.9870874608641956 in epoch629
2025-01-26 11:54:10,357 - INFO - Epoch 629: Learning Rate: [3.0836104352385925e-05]
Epoch 629/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 11:54:25,336 - INFO - valid_loss:1.1086474876654775 in epoch629
2025-01-26 11:54:25,336 - INFO - valid_acc:0.9119919560099015 in epoch629
2025-01-26 11:54:25,336 - INFO - Mean iou = 84.43% in epoch629
Epoch 630/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 11:55:08,455 - INFO - train_loss:1.0991716623306274 in epoch630
2025-01-26 11:55:08,456 - INFO - train_acc:0.9868188847348044 in epoch630
2025-01-26 11:55:08,456 - INFO - Epoch 630: Learning Rate: [3.068967544097203e-05]
Epoch 630/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 11:55:23,648 - INFO - valid_loss:1.1084694987849186 in epoch630
2025-01-26 11:55:23,648 - INFO - valid_acc:0.9126833124184124 in epoch630
2025-01-26 11:55:23,648 - INFO - Mean iou = 84.53% in epoch630
Epoch 631/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 11:56:06,729 - INFO - train_loss:1.0992326863606772 in epoch631
2025-01-26 11:56:06,730 - INFO - train_acc:0.9869212592236954 in epoch631
2025-01-26 11:56:06,730 - INFO - Epoch 631: Learning Rate: [3.054344103466201e-05]
Epoch 631/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 11:56:21,789 - INFO - valid_loss:1.1089238461695219 in epoch631
2025-01-26 11:56:21,789 - INFO - valid_acc:0.9109990708640471 in epoch631
2025-01-26 11:56:21,789 - INFO - Mean iou = 84.27% in epoch631
Epoch 632/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 11:57:04,750 - INFO - train_loss:1.0992994976043702 in epoch632
2025-01-26 11:57:04,751 - INFO - train_acc:0.9866617760969526 in epoch632
2025-01-26 11:57:04,751 - INFO - Epoch 632: Learning Rate: [3.039740260603471e-05]
Epoch 632/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 11:57:19,935 - INFO - valid_loss:1.1092592916990582 in epoch632
2025-01-26 11:57:19,936 - INFO - valid_acc:0.909585007985996 in epoch632
2025-01-26 11:57:19,936 - INFO - Mean iou = 84.06% in epoch632
Epoch 633/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 11:58:03,141 - INFO - train_loss:1.0993355639775595 in epoch633
2025-01-26 11:58:03,142 - INFO - train_acc:0.9867241587932326 in epoch633
2025-01-26 11:58:03,142 - INFO - Epoch 633: Learning Rate: [3.0251561625695473e-05]
Epoch 633/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 11:58:18,335 - INFO - valid_loss:1.1090792919460095 in epoch633
2025-01-26 11:58:18,335 - INFO - valid_acc:0.9104347367744495 in epoch633
2025-01-26 11:58:18,335 - INFO - Mean iou = 84.19% in epoch633
Epoch 634/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 11:59:01,253 - INFO - train_loss:1.0994168361028036 in epoch634
2025-01-26 11:59:01,253 - INFO - train_acc:0.9869268992137243 in epoch634
2025-01-26 11:59:01,254 - INFO - Epoch 634: Learning Rate: [3.010591956226138e-05]
Epoch 634/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 11:59:16,320 - INFO - valid_loss:1.108579434846577 in epoch634
2025-01-26 11:59:16,320 - INFO - valid_acc:0.9119960631834388 in epoch634
2025-01-26 11:59:16,321 - INFO - Mean iou = 84.43% in epoch634
Epoch 635/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 11:59:59,356 - INFO - train_loss:1.099195826848348 in epoch635
2025-01-26 11:59:59,360 - INFO - train_acc:0.9870764995265268 in epoch635
2025-01-26 11:59:59,360 - INFO - Epoch 635: Learning Rate: [2.996047788234635e-05]
Epoch 635/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 12:00:14,627 - INFO - valid_loss:1.1086308862033643 in epoch635
2025-01-26 12:00:14,628 - INFO - valid_acc:0.9119194583843943 in epoch635
2025-01-26 12:00:14,628 - INFO - Mean iou = 84.41% in epoch635
Epoch 636/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 12:00:57,517 - INFO - train_loss:1.0991338729858398 in epoch636
2025-01-26 12:00:57,517 - INFO - train_acc:0.9871695959253045 in epoch636
2025-01-26 12:00:57,517 - INFO - Epoch 636: Learning Rate: [2.9815238050546524e-05]
Epoch 636/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 12:01:12,619 - INFO - valid_loss:1.108734457116378 in epoch636
2025-01-26 12:01:12,619 - INFO - valid_acc:0.911728225160552 in epoch636
2025-01-26 12:01:12,619 - INFO - Mean iou = 84.39% in epoch636
Epoch 637/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.71batch/s]
2025-01-26 12:01:56,373 - INFO - train_loss:1.099406763712565 in epoch637
2025-01-26 12:01:56,374 - INFO - train_acc:0.987135007336884 in epoch637
2025-01-26 12:01:56,375 - INFO - Epoch 637: Learning Rate: [2.967020152942538e-05]
Epoch 637/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 12:02:11,425 - INFO - valid_loss:1.1086283326148987 in epoch637
2025-01-26 12:02:11,426 - INFO - valid_acc:0.9127046474056209 in epoch637
2025-01-26 12:02:11,426 - INFO - Mean iou = 84.53% in epoch637
Epoch 638/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:02:54,724 - INFO - train_loss:1.0992589124043783 in epoch638
2025-01-26 12:02:54,725 - INFO - train_acc:0.9871016574939837 in epoch638
2025-01-26 12:02:54,726 - INFO - Epoch 638: Learning Rate: [2.9525369779499074e-05]
Epoch 638/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 12:03:10,018 - INFO - valid_loss:1.1088702270859165 in epoch638
2025-01-26 12:03:10,019 - INFO - valid_acc:0.9116618754265566 in epoch638
2025-01-26 12:03:10,019 - INFO - Mean iou = 84.37% in epoch638
Epoch 639/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:03:53,059 - INFO - train_loss:1.0992253732681274 in epoch639
2025-01-26 12:03:53,060 - INFO - train_acc:0.9871081926367208 in epoch639
2025-01-26 12:03:53,060 - INFO - Epoch 639: Learning Rate: [2.938074425922171e-05]
Epoch 639/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.61batch/s]
2025-01-26 12:04:07,603 - INFO - valid_loss:1.1088328455623828 in epoch639
2025-01-26 12:04:07,604 - INFO - valid_acc:0.9116244455693657 in epoch639
2025-01-26 12:04:07,604 - INFO - Mean iou = 84.37% in epoch639
Epoch 640/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 12:04:50,483 - INFO - train_loss:1.0992701864242553 in epoch640
2025-01-26 12:04:50,484 - INFO - train_acc:0.9872389166407595 in epoch640
2025-01-26 12:04:50,485 - INFO - Epoch 640: Learning Rate: [2.9236326424970685e-05]
Epoch 640/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 12:05:05,529 - INFO - valid_loss:1.1087904509745146 in epoch640
2025-01-26 12:05:05,530 - INFO - valid_acc:0.9119952823227708 in epoch640
2025-01-26 12:05:05,530 - INFO - Mean iou = 84.43% in epoch640
Epoch 641/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:05:48,538 - INFO - train_loss:1.0991736936569214 in epoch641
2025-01-26 12:05:48,538 - INFO - train_acc:0.9873081363023865 in epoch641
2025-01-26 12:05:48,539 - INFO - Epoch 641: Learning Rate: [2.9092117731031997e-05]
Epoch 641/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 12:06:03,719 - INFO - valid_loss:1.1089504047443992 in epoch641
2025-01-26 12:06:03,720 - INFO - valid_acc:0.9109142756615153 in epoch641
2025-01-26 12:06:03,720 - INFO - Mean iou = 84.26% in epoch641
Epoch 642/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:06:46,874 - INFO - train_loss:1.0992012166976928 in epoch642
2025-01-26 12:06:46,875 - INFO - train_acc:0.9872843062671598 in epoch642
2025-01-26 12:06:46,875 - INFO - Epoch 642: Learning Rate: [2.8948119629585573e-05]
Epoch 642/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 12:07:02,063 - INFO - valid_loss:1.1087965024145026 in epoch642
2025-01-26 12:07:02,064 - INFO - valid_acc:0.9114187234556544 in epoch642
2025-01-26 12:07:02,064 - INFO - Mean iou = 84.34% in epoch642
Epoch 643/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:07:45,322 - INFO - train_loss:1.0991706053415935 in epoch643
2025-01-26 12:07:45,323 - INFO - train_acc:0.9872610971704268 in epoch643
2025-01-26 12:07:45,323 - INFO - Epoch 643: Learning Rate: [2.8804333570690723e-05]
Epoch 643/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 12:08:00,569 - INFO - valid_loss:1.1091373468700207 in epoch643
2025-01-26 12:08:00,569 - INFO - valid_acc:0.9097277741524682 in epoch643
2025-01-26 12:08:00,570 - INFO - Mean iou = 84.08% in epoch643
Epoch 644/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:08:43,891 - INFO - train_loss:1.0993444379170736 in epoch644
2025-01-26 12:08:43,891 - INFO - train_acc:0.9873062168684614 in epoch644
2025-01-26 12:08:43,892 - INFO - Epoch 644: Learning Rate: [2.8660761002271426e-05]
Epoch 644/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 12:08:59,106 - INFO - valid_loss:1.1090056143308942 in epoch644
2025-01-26 12:08:59,107 - INFO - valid_acc:0.9112824062754371 in epoch644
2025-01-26 12:08:59,107 - INFO - Mean iou = 84.32% in epoch644
Epoch 645/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:09:42,400 - INFO - train_loss:1.0994079780578614 in epoch645
2025-01-26 12:09:42,401 - INFO - train_acc:0.9871998267089916 in epoch645
2025-01-26 12:09:42,401 - INFO - Epoch 645: Learning Rate: [2.8517403370101865e-05]
Epoch 645/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 12:09:57,548 - INFO - valid_loss:1.1088498548457497 in epoch645
2025-01-26 12:09:57,548 - INFO - valid_acc:0.9117714941300328 in epoch645
2025-01-26 12:09:57,548 - INFO - Mean iou = 84.40% in epoch645
Epoch 646/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:10:40,631 - INFO - train_loss:1.0993392944335938 in epoch646
2025-01-26 12:10:40,631 - INFO - train_acc:0.9873640123706751 in epoch646
2025-01-26 12:10:40,632 - INFO - Epoch 646: Learning Rate: [2.8374262117791827e-05]
Epoch 646/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 12:10:55,740 - INFO - valid_loss:1.1086301364396747 in epoch646
2025-01-26 12:10:55,741 - INFO - valid_acc:0.9125159341432422 in epoch646
2025-01-26 12:10:55,741 - INFO - Mean iou = 84.50% in epoch646
Epoch 647/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:11:38,885 - INFO - train_loss:1.0992018349965413 in epoch647
2025-01-26 12:11:38,886 - INFO - train_acc:0.9873202859907673 in epoch647
2025-01-26 12:11:38,886 - INFO - Epoch 647: Learning Rate: [2.8231338686772107e-05]
Epoch 647/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 12:11:54,069 - INFO - valid_loss:1.108662093940534 in epoch647
2025-01-26 12:11:54,069 - INFO - valid_acc:0.9123136540896756 in epoch647
2025-01-26 12:11:54,070 - INFO - Mean iou = 84.47% in epoch647
Epoch 648/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:12:37,234 - INFO - train_loss:1.0993346707026164 in epoch648
2025-01-26 12:12:37,235 - INFO - train_acc:0.9873304853259847 in epoch648
2025-01-26 12:12:37,235 - INFO - Epoch 648: Learning Rate: [2.808863451628007e-05]
Epoch 648/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 12:12:52,294 - INFO - valid_loss:1.108555960027795 in epoch648
2025-01-26 12:12:52,294 - INFO - valid_acc:0.9127871367333613 in epoch648
2025-01-26 12:12:52,295 - INFO - Mean iou = 84.54% in epoch648
Epoch 649/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 12:13:35,119 - INFO - train_loss:1.0994000307718912 in epoch649
2025-01-26 12:13:35,120 - INFO - train_acc:0.9873918342834994 in epoch649
2025-01-26 12:13:35,120 - INFO - Epoch 649: Learning Rate: [2.7946151043345152e-05]
Epoch 649/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 12:13:50,025 - INFO - valid_loss:1.1085930968585767 in epoch649
2025-01-26 12:13:50,026 - INFO - valid_acc:0.9124775800616968 in epoch649
2025-01-26 12:13:50,026 - INFO - Mean iou = 84.50% in epoch649
Epoch 650/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:14:33,291 - INFO - train_loss:1.0992137718200683 in epoch650
2025-01-26 12:14:33,292 - INFO - train_acc:0.9874711932598145 in epoch650
2025-01-26 12:14:33,293 - INFO - Epoch 650: Learning Rate: [2.7803889702774322e-05]
Epoch 650/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 12:14:48,512 - INFO - valid_loss:1.1087203966943842 in epoch650
2025-01-26 12:14:48,512 - INFO - valid_acc:0.912071533896744 in epoch650
2025-01-26 12:14:48,512 - INFO - Mean iou = 84.44% in epoch650
Epoch 651/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:15:31,603 - INFO - train_loss:1.0991471020380656 in epoch651
2025-01-26 12:15:31,604 - INFO - train_acc:0.9874947042755186 in epoch651
2025-01-26 12:15:31,604 - INFO - Epoch 651: Learning Rate: [2.7661851927137706e-05]
Epoch 651/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 12:15:46,641 - INFO - valid_loss:1.1084329015330265 in epoch651
2025-01-26 12:15:46,641 - INFO - valid_acc:0.9129459322433082 in epoch651
2025-01-26 12:15:46,642 - INFO - Mean iou = 84.57% in epoch651
Epoch 652/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:16:29,774 - INFO - train_loss:1.0990035009384156 in epoch652
2025-01-26 12:16:29,775 - INFO - train_acc:0.9875012925298273 in epoch652
2025-01-26 12:16:29,775 - INFO - Epoch 652: Learning Rate: [2.752003914675414e-05]
Epoch 652/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 12:16:44,909 - INFO - valid_loss:1.1089882850646973 in epoch652
2025-01-26 12:16:44,909 - INFO - valid_acc:0.911260152486299 in epoch652
2025-01-26 12:16:44,910 - INFO - Mean iou = 84.32% in epoch652
Epoch 653/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:17:27,984 - INFO - train_loss:1.099538140296936 in epoch653
2025-01-26 12:17:27,985 - INFO - train_acc:0.9866317452871239 in epoch653
2025-01-26 12:17:27,985 - INFO - Epoch 653: Learning Rate: [2.737845278967672e-05]
Epoch 653/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 12:17:43,248 - INFO - valid_loss:1.1090357146765057 in epoch653
2025-01-26 12:17:43,249 - INFO - valid_acc:0.911540636469207 in epoch653
2025-01-26 12:17:43,249 - INFO - Mean iou = 84.36% in epoch653
Epoch 654/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:18:26,318 - INFO - train_loss:1.0991036399205525 in epoch654
2025-01-26 12:18:26,319 - INFO - train_acc:0.987663828562697 in epoch654
2025-01-26 12:18:26,319 - INFO - Epoch 654: Learning Rate: [2.7237094281678527e-05]
Epoch 654/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 12:18:41,473 - INFO - valid_loss:1.108911366839158 in epoch654
2025-01-26 12:18:41,473 - INFO - valid_acc:0.9113907905728259 in epoch654
2025-01-26 12:18:41,473 - INFO - Mean iou = 84.34% in epoch654
Epoch 655/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:19:24,574 - INFO - train_loss:1.099089961051941 in epoch655
2025-01-26 12:19:24,575 - INFO - train_acc:0.9879272198952784 in epoch655
2025-01-26 12:19:24,575 - INFO - Epoch 655: Learning Rate: [2.709596504623812e-05]
Epoch 655/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 12:19:39,621 - INFO - valid_loss:1.108740768934551 in epoch655
2025-01-26 12:19:39,621 - INFO - valid_acc:0.9121029851974444 in epoch655
2025-01-26 12:19:39,621 - INFO - Mean iou = 84.44% in epoch655
Epoch 656/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.74batch/s]
2025-01-26 12:20:22,622 - INFO - train_loss:1.0988771867752076 in epoch656
2025-01-26 12:20:22,623 - INFO - train_acc:0.9879214154097462 in epoch656
2025-01-26 12:20:22,623 - INFO - Epoch 656: Learning Rate: [2.6955066504525382e-05]
Epoch 656/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 12:20:37,528 - INFO - valid_loss:1.1086710565968563 in epoch656
2025-01-26 12:20:37,529 - INFO - valid_acc:0.9118206701528764 in epoch656
2025-01-26 12:20:37,529 - INFO - Mean iou = 84.40% in epoch656
Epoch 657/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:21:20,829 - INFO - train_loss:1.099293966293335 in epoch657
2025-01-26 12:21:20,830 - INFO - train_acc:0.9879015763918799 in epoch657
2025-01-26 12:21:20,830 - INFO - Epoch 657: Learning Rate: [2.6814400075387032e-05]
Epoch 657/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 12:21:35,925 - INFO - valid_loss:1.1091186059148688 in epoch657
2025-01-26 12:21:35,925 - INFO - valid_acc:0.9106711290297462 in epoch657
2025-01-26 12:21:35,926 - INFO - Mean iou = 84.23% in epoch657
Epoch 658/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:22:19,016 - INFO - train_loss:1.0992887624104817 in epoch658
2025-01-26 12:22:19,017 - INFO - train_acc:0.9878175875352176 in epoch658
2025-01-26 12:22:19,017 - INFO - Epoch 658: Learning Rate: [2.6673967175332444e-05]
Epoch 658/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 12:22:34,153 - INFO - valid_loss:1.108982308914787 in epoch658
2025-01-26 12:22:34,154 - INFO - valid_acc:0.9111104508529626 in epoch658
2025-01-26 12:22:34,154 - INFO - Mean iou = 84.29% in epoch658
Epoch 659/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:23:17,361 - INFO - train_loss:1.0991597159703572 in epoch659
2025-01-26 12:23:17,362 - INFO - train_acc:0.9876646053828394 in epoch659
2025-01-26 12:23:17,362 - INFO - Epoch 659: Learning Rate: [2.6533769218519405e-05]
Epoch 659/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 12:23:32,480 - INFO - valid_loss:1.1087085322329873 in epoch659
2025-01-26 12:23:32,480 - INFO - valid_acc:0.9114206913951864 in epoch659
2025-01-26 12:23:32,480 - INFO - Mean iou = 84.34% in epoch659
Epoch 660/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:24:15,709 - INFO - train_loss:1.0992105579376221 in epoch660
2025-01-26 12:24:15,710 - INFO - train_acc:0.9877948467178277 in epoch660
2025-01-26 12:24:15,710 - INFO - Epoch 660: Learning Rate: [2.6393807616739736e-05]
Epoch 660/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 12:24:30,671 - INFO - valid_loss:1.1089700366321362 in epoch660
2025-01-26 12:24:30,672 - INFO - valid_acc:0.910936182657637 in epoch660
2025-01-26 12:24:30,672 - INFO - Mean iou = 84.26% in epoch660
Epoch 661/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 12:25:14,071 - INFO - train_loss:1.0992575359344483 in epoch661
2025-01-26 12:25:14,072 - INFO - train_acc:0.9878053057975831 in epoch661
2025-01-26 12:25:14,072 - INFO - Epoch 661: Learning Rate: [2.625408377940523e-05]
Epoch 661/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.49batch/s]
2025-01-26 12:25:29,356 - INFO - valid_loss:1.108859890385678 in epoch661
2025-01-26 12:25:29,357 - INFO - valid_acc:0.9113416519782251 in epoch661
2025-01-26 12:25:29,357 - INFO - Mean iou = 84.33% in epoch661
Epoch 662/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 12:26:12,318 - INFO - train_loss:1.0991688791910807 in epoch662
2025-01-26 12:26:12,319 - INFO - train_acc:0.9877411236119474 in epoch662
2025-01-26 12:26:12,319 - INFO - Epoch 662: Learning Rate: [2.61145991135334e-05]
Epoch 662/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 12:26:27,199 - INFO - valid_loss:1.1086569585298236 in epoch662
2025-01-26 12:26:27,199 - INFO - valid_acc:0.9122031812900047 in epoch662
2025-01-26 12:26:27,199 - INFO - Mean iou = 84.46% in epoch662
Epoch 663/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 12:27:10,296 - INFO - train_loss:1.099012926419576 in epoch663
2025-01-26 12:27:10,297 - INFO - train_acc:0.9879445109670911 in epoch663
2025-01-26 12:27:10,297 - INFO - Epoch 663: Learning Rate: [2.5975355023733245e-05]
Epoch 663/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 12:27:25,372 - INFO - valid_loss:1.1085964974604154 in epoch663
2025-01-26 12:27:25,373 - INFO - valid_acc:0.9122934524953088 in epoch663
2025-01-26 12:27:25,373 - INFO - Mean iou = 84.47% in epoch663
Epoch 664/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 12:28:08,325 - INFO - train_loss:1.0994291432698569 in epoch664
2025-01-26 12:28:08,325 - INFO - train_acc:0.9878897143030516 in epoch664
