2025-02-04 21:42:50,827 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=4, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/ACDC_1DeepLabV3Plinear_02-04-21-42-49/', log_file_path='../../de_logistics/ACDC_1DeepLabV3Plinear_02-04-21-42-49/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████| 150/150 [00:28<00:00,  5.34batch/s]
2025-02-05 00:02:04,331 - INFO - valid_loss:1.1538374328613281 in epoch214
2025-02-05 00:02:04,331 - INFO - valid_acc:0.917264319874016 in epoch214
2025-02-05 00:02:04,331 - INFO - Mean iou = 85.28% in epoch214
Epoch 215/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:24<00:00,  6.03batch/s]
2025-02-05 00:02:29,215 - INFO - train_loss:1.1525736006100973 in epoch215
2025-02-05 00:02:29,216 - INFO - train_acc:0.969034881538134 in epoch215
2025-02-05 00:02:29,216 - INFO - Epoch 215: Learning Rate: [6.268646092255582e-05]
Epoch 215/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.69batch/s]
2025-02-05 00:02:32,955 - INFO - valid_loss:1.15398268699646 in epoch215
2025-02-05 00:02:32,956 - INFO - valid_acc:0.9155953340388622 in epoch215
2025-02-05 00:02:32,956 - INFO - Mean iou = 85.03% in epoch215
Epoch 216/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.95batch/s]
2025-02-05 00:02:58,167 - INFO - train_loss:1.1523338452974956 in epoch216
2025-02-05 00:02:58,168 - INFO - train_acc:0.9690706056120387 in epoch216
2025-02-05 00:02:58,168 - INFO - Epoch 216: Learning Rate: [6.23761470418177e-05]
Epoch 216/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.26batch/s]
2025-02-05 00:03:02,160 - INFO - valid_loss:1.154124140739441 in epoch216
2025-02-05 00:03:02,161 - INFO - valid_acc:0.9154598480113245 in epoch216
2025-02-05 00:03:02,161 - INFO - Mean iou = 85.01% in epoch216
Epoch 217/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.97batch/s]
2025-02-05 00:03:27,303 - INFO - train_loss:1.1523229551315308 in epoch217
2025-02-05 00:03:27,304 - INFO - train_acc:0.969468672273717 in epoch217
2025-02-05 00:03:27,304 - INFO - Epoch 217: Learning Rate: [6.206532463167917e-05]
Epoch 217/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.33batch/s]
2025-02-05 00:03:31,252 - INFO - valid_loss:1.1539838743209838 in epoch217
2025-02-05 00:03:31,253 - INFO - valid_acc:0.9158645923946981 in epoch217
2025-02-05 00:03:31,253 - INFO - Mean iou = 85.06% in epoch217
Epoch 218/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.90batch/s]
2025-02-05 00:03:56,683 - INFO - train_loss:1.152418741385142 in epoch218
2025-02-05 00:03:56,684 - INFO - train_acc:0.9697792441853171 in epoch218
2025-02-05 00:03:56,684 - INFO - Epoch 218: Learning Rate: [6.175400646883205e-05]
Epoch 218/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.34batch/s]
2025-02-05 00:04:00,630 - INFO - valid_loss:1.1543278408050537 in epoch218
2025-02-05 00:04:00,630 - INFO - valid_acc:0.915435187821671 in epoch218
2025-02-05 00:04:00,631 - INFO - Mean iou = 85.00% in epoch218
Epoch 219/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.87batch/s]
2025-02-05 00:04:26,201 - INFO - train_loss:1.1524310906728108 in epoch219
2025-02-05 00:04:26,202 - INFO - train_acc:0.9697802086078093 in epoch219
2025-02-05 00:04:26,202 - INFO - Epoch 219: Learning Rate: [6.144220535034674e-05]
Epoch 219/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.23batch/s]
2025-02-05 00:04:30,218 - INFO - valid_loss:1.1538857316970825 in epoch219
2025-02-05 00:04:30,218 - INFO - valid_acc:0.9155915639349301 in epoch219
2025-02-05 00:04:30,219 - INFO - Mean iou = 85.02% in epoch219
Epoch 220/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.94batch/s]
2025-02-05 00:04:55,464 - INFO - train_loss:1.152793587843577 in epoch220
2025-02-05 00:04:55,464 - INFO - train_acc:0.9695795886913711 in epoch220
2025-02-05 00:04:55,465 - INFO - Epoch 220: Learning Rate: [6.112993409314594e-05]
Epoch 220/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.32batch/s]
2025-02-05 00:04:59,425 - INFO - valid_loss:1.1535985136032105 in epoch220
2025-02-05 00:04:59,426 - INFO - valid_acc:0.9143518754827304 in epoch220
2025-02-05 00:04:59,426 - INFO - Mean iou = 84.82% in epoch220
Epoch 221/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.91batch/s]
2025-02-05 00:05:24,799 - INFO - train_loss:1.1523123359680176 in epoch221
2025-02-05 00:05:24,800 - INFO - train_acc:0.9690946927618442 in epoch221
2025-02-05 00:05:24,800 - INFO - Epoch 221: Learning Rate: [6.0817205533477964e-05]
Epoch 221/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.39batch/s]
2025-02-05 00:05:28,717 - INFO - valid_loss:1.1539206171035767 in epoch221
2025-02-05 00:05:28,718 - INFO - valid_acc:0.9167853885164484 in epoch221
2025-02-05 00:05:28,718 - INFO - Mean iou = 85.21% in epoch221
Epoch 222/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.90batch/s]
2025-02-05 00:05:54,144 - INFO - train_loss:1.1523347449302674 in epoch222
2025-02-05 00:05:54,145 - INFO - train_acc:0.9703840682614915 in epoch222
2025-02-05 00:05:54,145 - INFO - Epoch 222: Learning Rate: [6.0504032526389e-05]
Epoch 222/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.35batch/s]
2025-02-05 00:05:58,085 - INFO - valid_loss:1.155009045600891 in epoch222
2025-02-05 00:05:58,085 - INFO - valid_acc:0.9157769177369447 in epoch222
2025-02-05 00:05:58,086 - INFO - Mean iou = 85.07% in epoch222
Epoch 223/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.87batch/s]
2025-02-05 00:06:23,657 - INFO - train_loss:1.1523005692164103 in epoch223
2025-02-05 00:06:23,658 - INFO - train_acc:0.9705541618503055 in epoch223
2025-02-05 00:06:23,658 - INFO - Epoch 223: Learning Rate: [6.0190427945194795e-05]
Epoch 223/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.27batch/s]
2025-02-05 00:06:27,647 - INFO - valid_loss:1.1537869310379028 in epoch223
2025-02-05 00:06:27,647 - INFO - valid_acc:0.9161915927960653 in epoch223
2025-02-05 00:06:27,647 - INFO - Mean iou = 85.12% in epoch223
Epoch 224/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:24<00:00,  6.00batch/s]
2025-02-05 00:06:52,649 - INFO - train_loss:1.1521728531519573 in epoch224
2025-02-05 00:06:52,650 - INFO - train_acc:0.9696008135541175 in epoch224
2025-02-05 00:06:52,651 - INFO - Epoch 224: Learning Rate: [5.9876404680951334e-05]
Epoch 224/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.08batch/s]
2025-02-05 00:06:56,766 - INFO - valid_loss:1.1534516572952271 in epoch224
2025-02-05 00:06:56,767 - INFO - valid_acc:0.914426804150323 in epoch224
2025-02-05 00:06:56,767 - INFO - Mean iou = 84.84% in epoch224
Epoch 225/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.95batch/s]
2025-02-05 00:07:21,967 - INFO - train_loss:1.152683784166972 in epoch225
2025-02-05 00:07:21,968 - INFO - train_acc:0.9701476270103162 in epoch225
2025-02-05 00:07:21,968 - INFO - Epoch 225: Learning Rate: [5.956197564192511e-05]
Epoch 225/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.28batch/s]
2025-02-05 00:07:25,950 - INFO - valid_loss:1.154001326560974 in epoch225
2025-02-05 00:07:25,950 - INFO - valid_acc:0.9160426220841835 in epoch225
2025-02-05 00:07:25,950 - INFO - Mean iou = 85.10% in epoch225
Epoch 226/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-05 00:07:51,306 - INFO - train_loss:1.1526684816678365 in epoch226
2025-02-05 00:07:51,307 - INFO - train_acc:0.9705072348331042 in epoch226
2025-02-05 00:07:51,307 - INFO - Epoch 226: Learning Rate: [5.9247153753062355e-05]
Epoch 226/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.66batch/s]
2025-02-05 00:07:55,063 - INFO - valid_loss:1.153685178756714 in epoch226
2025-02-05 00:07:55,063 - INFO - valid_acc:0.9171969321028165 in epoch226
2025-02-05 00:07:55,063 - INFO - Mean iou = 85.27% in epoch226
Epoch 227/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.95batch/s]
2025-02-05 00:08:20,256 - INFO - train_loss:1.152285341421763 in epoch227
2025-02-05 00:08:20,257 - INFO - train_acc:0.9704099757438238 in epoch227
2025-02-05 00:08:20,257 - INFO - Epoch 227: Learning Rate: [5.8931951955457844e-05]
Epoch 227/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.14batch/s]
2025-02-05 00:08:24,333 - INFO - valid_loss:1.1538680076599122 in epoch227
2025-02-05 00:08:24,334 - INFO - valid_acc:0.9155108801948703 in epoch227
2025-02-05 00:08:24,334 - INFO - Mean iou = 85.03% in epoch227
Epoch 228/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.96batch/s]
2025-02-05 00:08:49,520 - INFO - train_loss:1.152468338807424 in epoch228
2025-02-05 00:08:49,521 - INFO - train_acc:0.9704676018132755 in epoch228
2025-02-05 00:08:49,521 - INFO - Epoch 228: Learning Rate: [5.861638320582293e-05]
Epoch 228/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.44batch/s]
2025-02-05 00:08:53,402 - INFO - valid_loss:1.1537624454498292 in epoch228
2025-02-05 00:08:53,402 - INFO - valid_acc:0.9176968128812917 in epoch228
2025-02-05 00:08:53,402 - INFO - Mean iou = 85.36% in epoch228
Epoch 229/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.93batch/s]
2025-02-05 00:09:18,709 - INFO - train_loss:1.1524626088142396 in epoch229
2025-02-05 00:09:18,710 - INFO - train_acc:0.9702096702597167 in epoch229
2025-02-05 00:09:18,710 - INFO - Epoch 229: Learning Rate: [5.830046047595289e-05]
Epoch 229/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.21batch/s]
2025-02-05 00:09:22,736 - INFO - valid_loss:1.1546084451675416 in epoch229
2025-02-05 00:09:22,736 - INFO - valid_acc:0.915245466674573 in epoch229
2025-02-05 00:09:22,736 - INFO - Mean iou = 84.98% in epoch229
Epoch 230/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.98batch/s]
2025-02-05 00:09:47,812 - INFO - train_loss:1.152399050394694 in epoch230
2025-02-05 00:09:47,814 - INFO - train_acc:0.9706434977508301 in epoch230
2025-02-05 00:09:47,814 - INFO - Epoch 230: Learning Rate: [5.798419675219379e-05]
Epoch 230/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.36batch/s]
2025-02-05 00:09:51,744 - INFO - valid_loss:1.1537772607803345 in epoch230
2025-02-05 00:09:51,744 - INFO - valid_acc:0.9171389636519064 in epoch230
2025-02-05 00:09:51,745 - INFO - Mean iou = 85.27% in epoch230
Epoch 231/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.97batch/s]
2025-02-05 00:10:16,872 - INFO - train_loss:1.1524287501970927 in epoch231
2025-02-05 00:10:16,873 - INFO - train_acc:0.9705829455340516 in epoch231
2025-02-05 00:10:16,873 - INFO - Epoch 231: Learning Rate: [5.766760503490859e-05]
Epoch 231/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.47batch/s]
2025-02-05 00:10:20,741 - INFO - valid_loss:1.1534088277816772 in epoch231
2025-02-05 00:10:20,741 - INFO - valid_acc:0.9166781593488759 in epoch231
2025-02-05 00:10:20,742 - INFO - Mean iou = 85.21% in epoch231
Epoch 232/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-05 00:10:46,074 - INFO - train_loss:1.1522782627741497 in epoch232
2025-02-05 00:10:46,075 - INFO - train_acc:0.9710131273758151 in epoch232
2025-02-05 00:10:46,075 - INFO - Epoch 232: Learning Rate: [5.735069833794277e-05]
Epoch 232/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.28batch/s]
2025-02-05 00:10:50,057 - INFO - valid_loss:1.153643660545349 in epoch232
2025-02-05 00:10:50,057 - INFO - valid_acc:0.9173428019600096 in epoch232
2025-02-05 00:10:50,058 - INFO - Mean iou = 85.30% in epoch232
Epoch 233/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.96batch/s]
2025-02-05 00:11:15,238 - INFO - train_loss:1.1519353087743123 in epoch233
2025-02-05 00:11:15,239 - INFO - train_acc:0.9713198279439835 in epoch233
2025-02-05 00:11:15,239 - INFO - Epoch 233: Learning Rate: [5.703348968808942e-05]
Epoch 233/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.42batch/s]
2025-02-05 00:11:19,135 - INFO - valid_loss:1.1543963003158568 in epoch233
2025-02-05 00:11:19,135 - INFO - valid_acc:0.9154496211914066 in epoch233
2025-02-05 00:11:19,136 - INFO - Mean iou = 85.00% in epoch233
Epoch 234/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-05 00:11:44,485 - INFO - train_loss:1.1523309214909871 in epoch234
2025-02-05 00:11:44,486 - INFO - train_acc:0.9712811461979046 in epoch234
2025-02-05 00:11:44,486 - INFO - Epoch 234: Learning Rate: [5.671599212455368e-05]
Epoch 234/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.40batch/s]
2025-02-05 00:11:48,393 - INFO - valid_loss:1.1541209983825684 in epoch234
2025-02-05 00:11:48,393 - INFO - valid_acc:0.9150284575277073 in epoch234
2025-02-05 00:11:48,394 - INFO - Mean iou = 84.93% in epoch234
Epoch 235/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.90batch/s]
2025-02-05 00:12:13,828 - INFO - train_loss:1.1523793498675028 in epoch235
2025-02-05 00:12:13,829 - INFO - train_acc:0.9710972945742147 in epoch235
2025-02-05 00:12:13,829 - INFO - Epoch 235: Learning Rate: [5.6398218698416884e-05]
Epoch 235/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.16batch/s]
2025-02-05 00:12:17,891 - INFO - valid_loss:1.1542235040664672 in epoch235
2025-02-05 00:12:17,891 - INFO - valid_acc:0.916564520483113 in epoch235
2025-02-05 00:12:17,891 - INFO - Mean iou = 85.17% in epoch235
Epoch 236/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.89batch/s]
2025-02-05 00:12:43,370 - INFO - train_loss:1.1522424268722533 in epoch236
2025-02-05 00:12:43,371 - INFO - train_acc:0.9714256369484574 in epoch236
2025-02-05 00:12:43,371 - INFO - Epoch 236: Learning Rate: [5.6080182472099915e-05]
Epoch 236/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.28batch/s]
2025-02-05 00:12:47,355 - INFO - valid_loss:1.1542416524887085 in epoch236
2025-02-05 00:12:47,356 - INFO - valid_acc:0.9159955992951347 in epoch236
2025-02-05 00:12:47,356 - INFO - Mean iou = 85.09% in epoch236
Epoch 237/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-05 00:13:12,714 - INFO - train_loss:1.1522096451123556 in epoch237
2025-02-05 00:13:12,715 - INFO - train_acc:0.9714062720454137 in epoch237
2025-02-05 00:13:12,715 - INFO - Epoch 237: Learning Rate: [5.576189651882637e-05]
Epoch 237/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.55batch/s]
2025-02-05 00:13:16,533 - INFO - valid_loss:1.1544432353973388 in epoch237
2025-02-05 00:13:16,534 - INFO - valid_acc:0.9154395754204743 in epoch237
2025-02-05 00:13:16,534 - INFO - Mean iou = 85.00% in epoch237
Epoch 238/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.86batch/s]
2025-02-05 00:13:42,112 - INFO - train_loss:1.1521463855107625 in epoch238
2025-02-05 00:13:42,113 - INFO - train_acc:0.9712440875289309 in epoch238
2025-02-05 00:13:42,114 - INFO - Epoch 238: Learning Rate: [5.544337392208516e-05]
Epoch 238/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.13batch/s]
2025-02-05 00:13:46,193 - INFO - valid_loss:1.1542743396759034 in epoch238
2025-02-05 00:13:46,194 - INFO - valid_acc:0.9139454567243552 in epoch238
2025-02-05 00:13:46,194 - INFO - Mean iou = 84.77% in epoch238
Epoch 239/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:24<00:00,  6.19batch/s]
2025-02-05 00:14:10,419 - INFO - train_loss:1.1522187479337056 in epoch239
2025-02-05 00:14:10,420 - INFO - train_acc:0.9714949194946477 in epoch239
2025-02-05 00:14:10,420 - INFO - Epoch 239: Learning Rate: [5.5124627775092675e-05]
Epoch 239/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.31batch/s]
2025-02-05 00:14:14,382 - INFO - valid_loss:1.153300952911377 in epoch239
2025-02-05 00:14:14,382 - INFO - valid_acc:0.9149120393014109 in epoch239
2025-02-05 00:14:14,382 - INFO - Mean iou = 84.89% in epoch239
Epoch 240/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.85batch/s]
2025-02-05 00:14:40,012 - INFO - train_loss:1.1520952200889587 in epoch240
2025-02-05 00:14:40,013 - INFO - train_acc:0.9721054891271662 in epoch240
2025-02-05 00:14:40,013 - INFO - Epoch 240: Learning Rate: [5.480567118025455e-05]
Epoch 240/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.43batch/s]
2025-02-05 00:14:43,903 - INFO - valid_loss:1.1539108657836914 in epoch240
2025-02-05 00:14:43,903 - INFO - valid_acc:0.9146004492930332 in epoch240
2025-02-05 00:14:43,903 - INFO - Mean iou = 84.85% in epoch240
Epoch 241/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.89batch/s]
2025-02-05 00:15:09,384 - INFO - train_loss:1.1523322931925455 in epoch241
2025-02-05 00:15:09,385 - INFO - train_acc:0.9720915929913858 in epoch241
2025-02-05 00:15:09,385 - INFO - Epoch 241: Learning Rate: [5.4486517248627156e-05]
Epoch 241/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.17batch/s]
2025-02-05 00:15:13,435 - INFO - valid_loss:1.1536064863204956 in epoch241
2025-02-05 00:15:13,436 - INFO - valid_acc:0.9136913737401153 in epoch241
2025-02-05 00:15:13,436 - INFO - Mean iou = 84.70% in epoch241
Epoch 242/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.91batch/s]
2025-02-05 00:15:38,818 - INFO - train_loss:1.152334909439087 in epoch242
2025-02-05 00:15:38,818 - INFO - train_acc:0.9721788653404375 in epoch242
2025-02-05 00:15:38,819 - INFO - Epoch 242: Learning Rate: [5.4167179099378575e-05]
Epoch 242/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.01batch/s]
2025-02-05 00:15:42,980 - INFO - valid_loss:1.154384307861328 in epoch242
2025-02-05 00:15:42,981 - INFO - valid_acc:0.9157417181872026 in epoch242
2025-02-05 00:15:42,981 - INFO - Mean iou = 85.05% in epoch242
Epoch 243/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.96batch/s]
2025-02-05 00:16:08,160 - INFO - train_loss:1.1521250295639038 in epoch243
2025-02-05 00:16:08,161 - INFO - train_acc:0.9719501128187763 in epoch243
2025-02-05 00:16:08,161 - INFO - Epoch 243: Learning Rate: [5.384766985924936e-05]
Epoch 243/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.45batch/s]
2025-02-05 00:16:12,041 - INFO - valid_loss:1.1538759899139404 in epoch243
2025-02-05 00:16:12,042 - INFO - valid_acc:0.9155150189434644 in epoch243
2025-02-05 00:16:12,042 - INFO - Mean iou = 85.01% in epoch243
Epoch 244/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.86batch/s]
2025-02-05 00:16:37,621 - INFO - train_loss:1.1520791864395141 in epoch244
2025-02-05 00:16:37,622 - INFO - train_acc:0.9718609514741647 in epoch244
2025-02-05 00:16:37,622 - INFO - Epoch 244: Learning Rate: [5.3528002662012944e-05]
Epoch 244/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.09batch/s]
2025-02-05 00:16:41,732 - INFO - valid_loss:1.1539014720916747 in epoch244
2025-02-05 00:16:41,732 - INFO - valid_acc:0.9162790638322268 in epoch244
2025-02-05 00:16:41,733 - INFO - Mean iou = 85.14% in epoch244
Epoch 245/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.93batch/s]
2025-02-05 00:17:07,031 - INFO - train_loss:1.1521383770306906 in epoch245
2025-02-05 00:17:07,032 - INFO - train_acc:0.9720033558729462 in epoch245
2025-02-05 00:17:07,032 - INFO - Epoch 245: Learning Rate: [5.3208190647935755e-05]
Epoch 245/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.46batch/s]
2025-02-05 00:17:10,906 - INFO - valid_loss:1.1548803853988647 in epoch245
2025-02-05 00:17:10,906 - INFO - valid_acc:0.9145537662998489 in epoch245
2025-02-05 00:17:10,906 - INFO - Mean iou = 84.87% in epoch245
Epoch 246/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.86batch/s]
2025-02-05 00:17:36,509 - INFO - train_loss:1.152210160891215 in epoch246
2025-02-05 00:17:36,510 - INFO - train_acc:0.9719695209619416 in epoch246
2025-02-05 00:17:36,510 - INFO - Epoch 246: Learning Rate: [5.2888246963237064e-05]
Epoch 246/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.14batch/s]
2025-02-05 00:17:40,586 - INFO - valid_loss:1.1537689447402955 in epoch246
2025-02-05 00:17:40,586 - INFO - valid_acc:0.9173683019100288 in epoch246
2025-02-05 00:17:40,586 - INFO - Mean iou = 85.29% in epoch246
Epoch 247/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.98batch/s]
2025-02-05 00:18:05,656 - INFO - train_loss:1.1521215629577637 in epoch247
2025-02-05 00:18:05,656 - INFO - train_acc:0.9725948445488539 in epoch247
2025-02-05 00:18:05,657 - INFO - Epoch 247: Learning Rate: [5.256818475954861e-05]
Epoch 247/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.13batch/s]
2025-02-05 00:18:09,734 - INFO - valid_loss:1.1542254447937013 in epoch247
2025-02-05 00:18:09,735 - INFO - valid_acc:0.9162691403799411 in epoch247
2025-02-05 00:18:09,735 - INFO - Mean iou = 85.14% in epoch247
Epoch 248/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.95batch/s]
2025-02-05 00:18:34,936 - INFO - train_loss:1.1522270298004151 in epoch248
2025-02-05 00:18:34,937 - INFO - train_acc:0.9725771286674042 in epoch248
2025-02-05 00:18:34,937 - INFO - Epoch 248: Learning Rate: [5.2248017193374e-05]
Epoch 248/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.21batch/s]
2025-02-05 00:18:38,964 - INFO - valid_loss:1.1545667886734008 in epoch248
2025-02-05 00:18:38,964 - INFO - valid_acc:0.9150746791302521 in epoch248
2025-02-05 00:18:38,965 - INFO - Mean iou = 84.95% in epoch248
Epoch 249/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.87batch/s]
2025-02-05 00:19:04,506 - INFO - train_loss:1.1523152550061544 in epoch249
2025-02-05 00:19:04,507 - INFO - train_acc:0.9726673097169573 in epoch249
2025-02-05 00:19:04,507 - INFO - Epoch 249: Learning Rate: [5.192775742554787e-05]
Epoch 249/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.78batch/s]
2025-02-05 00:19:08,196 - INFO - valid_loss:1.1533777379989625 in epoch249
2025-02-05 00:19:08,196 - INFO - valid_acc:0.9160642082086972 in epoch249
2025-02-05 00:19:08,197 - INFO - Mean iou = 85.08% in epoch249
Epoch 250/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-05 00:19:33,536 - INFO - train_loss:1.1522488848368326 in epoch250
2025-02-05 00:19:33,536 - INFO - train_acc:0.9725083411095125 in epoch250
2025-02-05 00:19:33,536 - INFO - Epoch 250: Learning Rate: [5.1607418620694914e-05]
Epoch 250/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.25batch/s]
2025-02-05 00:19:37,535 - INFO - valid_loss:1.1542367029190064 in epoch250
2025-02-05 00:19:37,536 - INFO - valid_acc:0.914363154666611 in epoch250
2025-02-05 00:19:37,536 - INFO - Mean iou = 84.82% in epoch250
Epoch 251/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.97batch/s]
2025-02-05 00:20:02,662 - INFO - train_loss:1.1519897611935934 in epoch251
2025-02-05 00:20:02,663 - INFO - train_acc:0.9726972314600704 in epoch251
2025-02-05 00:20:02,663 - INFO - Epoch 251: Learning Rate: [5.128701394668868e-05]
Epoch 251/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:04<00:00,  6.13batch/s]
2025-02-05 00:20:06,741 - INFO - valid_loss:1.1542462825775146 in epoch251
2025-02-05 00:20:06,741 - INFO - valid_acc:0.9151821382365958 in epoch251
2025-02-05 00:20:06,742 - INFO - Mean iou = 84.96% in epoch251
Epoch 252/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.94batch/s]
2025-02-05 00:20:32,008 - INFO - train_loss:1.1520679926872253 in epoch252
2025-02-05 00:20:32,009 - INFO - train_acc:0.9728623844330601 in epoch252
2025-02-05 00:20:32,009 - INFO - Epoch 252: Learning Rate: [5.0966556574110414e-05]
Epoch 252/500 [Validation]: 100%|██████████████████████████████████████| 25/25 [00:03<00:00,  6.26batch/s]
2025-02-05 00:20:36,007 - INFO - valid_loss:1.1539396476745605 in epoch252
2025-02-05 00:20:36,008 - INFO - valid_acc:0.9150129209555686 in epoch252
2025-02-05 00:20:36,008 - INFO - Mean iou = 84.93% in epoch252
Epoch 253/500 [Training]: 100%|██████████████████████████████████████| 150/150 [00:25<00:00,  5.90batch/s]
2025-02-05 00:21:01,421 - INFO - train_loss:1.1520258943239847 in epoch253
2025-02-05 00:21:01,422 - INFO - train_acc:0.9732427254997994 in epoch253
