2025-02-07 14:38:14,853 - INFO - Namespace(device='cuda:7', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=2, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=512, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/ACDC_4UNetlinear_02-07-14-38-13/', log_file_path='../../de_logistics/ACDC_4UNetlinear_02-07-14-38-13/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
Epoch 75/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:54:19,724 - INFO - train_loss:1.1557478511333465 in epoch75
2025-02-07 17:54:19,725 - INFO - train_acc:0.9439246031647601 in epoch75
2025-02-07 17:54:19,725 - INFO - Epoch 75: Learning Rate: [9.572105908767555e-05]
Epoch 75/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 17:54:31,518 - INFO - valid_loss:1.1502481985092163 in epoch75
2025-02-07 17:54:31,519 - INFO - valid_acc:0.9378412578566132 in epoch75
2025-02-07 17:54:31,519 - INFO - Mean iou = 88.66% in epoch75
Epoch 76/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 17:56:56,054 - INFO - train_loss:1.1553707385063172 in epoch76
2025-02-07 17:56:56,054 - INFO - train_acc:0.9446515521406377 in epoch76
2025-02-07 17:56:56,055 - INFO - Epoch 76: Learning Rate: [9.559037167756078e-05]
Epoch 76/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:57:07,808 - INFO - valid_loss:1.1507259011268616 in epoch76
2025-02-07 17:57:07,809 - INFO - valid_acc:0.9390745826695094 in epoch76
2025-02-07 17:57:07,809 - INFO - Mean iou = 88.87% in epoch76
Epoch 77/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 17:59:32,291 - INFO - train_loss:1.1549559609095255 in epoch77
2025-02-07 17:59:32,292 - INFO - train_acc:0.9453684027049708 in epoch77
2025-02-07 17:59:32,292 - INFO - Epoch 77: Learning Rate: [9.545781043136205e-05]
Epoch 77/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:59:44,067 - INFO - valid_loss:1.1502726197242736 in epoch77
2025-02-07 17:59:44,067 - INFO - valid_acc:0.9374041148120952 in epoch77
2025-02-07 17:59:44,068 - INFO - Mean iou = 88.60% in epoch77
Epoch 78/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:02:08,582 - INFO - train_loss:1.1554218125343323 in epoch78
2025-02-07 18:02:08,583 - INFO - train_acc:0.9454268996676141 in epoch78
2025-02-07 18:02:08,583 - INFO - Epoch 78: Learning Rate: [9.532338079815296e-05]
Epoch 78/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 18:02:20,329 - INFO - valid_loss:1.1506813669204712 in epoch78
2025-02-07 18:02:20,329 - INFO - valid_acc:0.9374601295118963 in epoch78
2025-02-07 18:02:20,330 - INFO - Mean iou = 88.60% in epoch78
Epoch 79/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:04:44,634 - INFO - train_loss:1.154998743534088 in epoch79
2025-02-07 18:04:44,635 - INFO - train_acc:0.9455988523552433 in epoch79
2025-02-07 18:04:44,635 - INFO - Epoch 79: Learning Rate: [9.518708830380922e-05]
Epoch 79/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 18:04:56,422 - INFO - valid_loss:1.150075991153717 in epoch79
2025-02-07 18:04:56,423 - INFO - valid_acc:0.9391399205855582 in epoch79
2025-02-07 18:04:56,423 - INFO - Mean iou = 88.89% in epoch79
Epoch 80/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:07:21,121 - INFO - train_loss:1.155161295334498 in epoch80
2025-02-07 18:07:21,122 - INFO - train_acc:0.9458886672362244 in epoch80
2025-02-07 18:07:21,122 - INFO - Epoch 80: Learning Rate: [9.504893855078145e-05]
Epoch 80/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 18:07:32,895 - INFO - valid_loss:1.1501797366142272 in epoch80
2025-02-07 18:07:32,896 - INFO - valid_acc:0.9369715553266451 in epoch80
2025-02-07 18:07:32,896 - INFO - Mean iou = 88.52% in epoch80
Epoch 81/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:09:57,601 - INFO - train_loss:1.1552300322055817 in epoch81
2025-02-07 18:09:57,602 - INFO - train_acc:0.9458324430400298 in epoch81
2025-02-07 18:09:57,602 - INFO - Epoch 81: Learning Rate: [9.490893721786487e-05]
Epoch 81/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 18:10:09,381 - INFO - valid_loss:1.1502996349334718 in epoch81
2025-02-07 18:10:09,382 - INFO - valid_acc:0.9353984686359209 in epoch81
2025-02-07 18:10:09,382 - INFO - Mean iou = 88.26% in epoch81
Epoch 82/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:12:33,970 - INFO - train_loss:1.1548714673519134 in epoch82
2025-02-07 18:12:33,971 - INFO - train_acc:0.9472154006026362 in epoch82
2025-02-07 18:12:33,971 - INFO - Epoch 82: Learning Rate: [9.4767090059966e-05]
Epoch 82/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 18:12:45,678 - INFO - valid_loss:1.1504968619346618 in epoch82
2025-02-07 18:12:45,678 - INFO - valid_acc:0.9374551664266043 in epoch82
2025-02-07 18:12:45,679 - INFO - Mean iou = 88.59% in epoch82
Epoch 83/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:15:10,179 - INFO - train_loss:1.1551180016994476 in epoch83
2025-02-07 18:15:10,180 - INFO - train_acc:0.946519723335332 in epoch83
2025-02-07 18:15:10,180 - INFO - Epoch 83: Learning Rate: [9.462340290786586e-05]
Epoch 83/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 18:15:21,905 - INFO - valid_loss:1.1505856156349181 in epoch83
2025-02-07 18:15:21,905 - INFO - valid_acc:0.9379066387809533 in epoch83
2025-02-07 18:15:21,905 - INFO - Mean iou = 88.69% in epoch83
Epoch 84/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:17:46,557 - INFO - train_loss:1.1550159760316212 in epoch84
2025-02-07 18:17:46,558 - INFO - train_acc:0.9472135845417464 in epoch84
2025-02-07 18:17:46,558 - INFO - Epoch 84: Learning Rate: [9.447788166798051e-05]
Epoch 84/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 18:17:58,331 - INFO - valid_loss:1.150559720993042 in epoch84
2025-02-07 18:17:58,332 - INFO - valid_acc:0.9371728962386663 in epoch84
2025-02-07 18:17:58,332 - INFO - Mean iou = 88.56% in epoch84
Epoch 85/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:20:23,091 - INFO - train_loss:1.1551956435044606 in epoch85
2025-02-07 18:20:23,092 - INFO - train_acc:0.946868717362846 in epoch85
2025-02-07 18:20:23,092 - INFO - Epoch 85: Learning Rate: [9.433053232211815e-05]
Epoch 85/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.28batch/s]
2025-02-07 18:20:34,767 - INFO - valid_loss:1.150580220222473 in epoch85
2025-02-07 18:20:34,768 - INFO - valid_acc:0.9375230307232347 in epoch85
2025-02-07 18:20:34,768 - INFO - Mean iou = 88.64% in epoch85
Epoch 86/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:22:58,982 - INFO - train_loss:1.1550362805525463 in epoch86
2025-02-07 18:22:58,983 - INFO - train_acc:0.9479359914202395 in epoch86
2025-02-07 18:22:58,983 - INFO - Epoch 86: Learning Rate: [9.418136092723325e-05]
Epoch 86/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 18:23:10,766 - INFO - valid_loss:1.1502982878684997 in epoch86
2025-02-07 18:23:10,766 - INFO - valid_acc:0.939121640388817 in epoch86
2025-02-07 18:23:10,767 - INFO - Mean iou = 88.89% in epoch86
Epoch 87/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:25:35,244 - INFO - train_loss:1.1551199809710184 in epoch87
2025-02-07 18:25:35,245 - INFO - train_acc:0.947547962707342 in epoch87
2025-02-07 18:25:35,245 - INFO - Epoch 87: Learning Rate: [9.403037361517762e-05]
Epoch 87/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 18:25:47,021 - INFO - valid_loss:1.1505281662940978 in epoch87
2025-02-07 18:25:47,021 - INFO - valid_acc:0.9389077444370963 in epoch87
2025-02-07 18:25:47,022 - INFO - Mean iou = 88.84% in epoch87
Epoch 88/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:28:11,743 - INFO - train_loss:1.1551260582605998 in epoch88
2025-02-07 18:28:11,743 - INFO - train_acc:0.9481144936650249 in epoch88
2025-02-07 18:28:11,743 - INFO - Epoch 88: Learning Rate: [9.387757659244826e-05]
Epoch 88/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 18:28:23,514 - INFO - valid_loss:1.1503602743148804 in epoch88
2025-02-07 18:28:23,514 - INFO - valid_acc:0.9398727153257441 in epoch88
2025-02-07 18:28:23,514 - INFO - Mean iou = 89.01% in epoch88
Epoch 89/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:30:48,234 - INFO - train_loss:1.1550330432256062 in epoch89
2025-02-07 18:30:48,235 - INFO - train_acc:0.9486167670591737 in epoch89
2025-02-07 18:30:48,235 - INFO - Epoch 89: Learning Rate: [9.372297613993231e-05]
Epoch 89/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 18:31:00,018 - INFO - valid_loss:1.1500748705863952 in epoch89
2025-02-07 18:31:00,018 - INFO - valid_acc:0.9377404384340476 in epoch89
2025-02-07 18:31:00,019 - INFO - Mean iou = 88.66% in epoch89
Epoch 90/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:33:24,462 - INFO - train_loss:1.1548549818992615 in epoch90
2025-02-07 18:33:24,463 - INFO - train_acc:0.9483247922951858 in epoch90
2025-02-07 18:33:24,463 - INFO - Epoch 90: Learning Rate: [9.356657861264886e-05]
Epoch 90/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 18:33:36,190 - INFO - valid_loss:1.1510132622718812 in epoch90
2025-02-07 18:33:36,191 - INFO - valid_acc:0.9398927326593703 in epoch90
2025-02-07 18:33:36,191 - INFO - Mean iou = 89.01% in epoch90
Epoch 91/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:36:00,831 - INFO - train_loss:1.1546631836891175 in epoch91
2025-02-07 18:36:00,832 - INFO - train_acc:0.9491973068378545 in epoch91
2025-02-07 18:36:00,832 - INFO - Epoch 91: Learning Rate: [9.340839043948766e-05]
Epoch 91/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 18:36:12,547 - INFO - valid_loss:1.150644383430481 in epoch91
2025-02-07 18:36:12,547 - INFO - valid_acc:0.9374928647091142 in epoch91
2025-02-07 18:36:12,548 - INFO - Mean iou = 88.61% in epoch91
Epoch 92/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:38:36,970 - INFO - train_loss:1.1549124813079834 in epoch92
2025-02-07 18:38:36,971 - INFO - train_acc:0.9492254332600748 in epoch92
2025-02-07 18:38:36,971 - INFO - Epoch 92: Learning Rate: [9.324841812294496e-05]
Epoch 92/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 18:38:48,805 - INFO - valid_loss:1.150664632320404 in epoch92
2025-02-07 18:38:48,805 - INFO - valid_acc:0.936922442154829 in epoch92
2025-02-07 18:38:48,805 - INFO - Mean iou = 88.51% in epoch92
Epoch 93/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:41:13,391 - INFO - train_loss:1.1549654392401378 in epoch93
2025-02-07 18:41:13,392 - INFO - train_acc:0.9492006506626435 in epoch93
2025-02-07 18:41:13,392 - INFO - Epoch 93: Learning Rate: [9.30866682388561e-05]
Epoch 93/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 18:41:25,108 - INFO - valid_loss:1.1506860995292663 in epoch93
2025-02-07 18:41:25,108 - INFO - valid_acc:0.9402750510724474 in epoch93
2025-02-07 18:41:25,109 - INFO - Mean iou = 89.07% in epoch93
2025-02-07 18:41:25,109 - INFO - save the model in epoch93
Epoch 94/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:43:50,401 - INFO - train_loss:1.1548624209562937 in epoch94
2025-02-07 18:43:50,402 - INFO - train_acc:0.9496867941806308 in epoch94
2025-02-07 18:43:50,402 - INFO - Epoch 94: Learning Rate: [9.29231474361253e-05]
Epoch 94/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 18:44:02,148 - INFO - valid_loss:1.1504350399971008 in epoch94
2025-02-07 18:44:02,149 - INFO - valid_acc:0.937109817609652 in epoch94
2025-02-07 18:44:02,149 - INFO - Mean iou = 88.55% in epoch94
Epoch 95/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:46:26,435 - INFO - train_loss:1.1546932895978292 in epoch95
2025-02-07 18:46:26,436 - INFO - train_acc:0.9503360443724902 in epoch95
2025-02-07 18:46:26,436 - INFO - Epoch 95: Learning Rate: [9.27578624364523e-05]
Epoch 95/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 18:46:38,155 - INFO - valid_loss:1.150379047393799 in epoch95
2025-02-07 18:46:38,155 - INFO - valid_acc:0.9394145839587995 in epoch95
2025-02-07 18:46:38,156 - INFO - Mean iou = 88.93% in epoch95
Epoch 96/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:49:02,322 - INFO - train_loss:1.154762446085612 in epoch96
2025-02-07 18:49:02,323 - INFO - train_acc:0.9508478725905453 in epoch96
2025-02-07 18:49:02,323 - INFO - Epoch 96: Learning Rate: [9.259082003405602e-05]
Epoch 96/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 18:49:14,078 - INFO - valid_loss:1.1501610088348388 in epoch96
2025-02-07 18:49:14,078 - INFO - valid_acc:0.9393581032243378 in epoch96
2025-02-07 18:49:14,078 - INFO - Mean iou = 88.92% in epoch96
Epoch 97/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 18:51:38,789 - INFO - train_loss:1.1546743861834208 in epoch97
2025-02-07 18:51:38,789 - INFO - train_acc:0.9499137312768746 in epoch97
2025-02-07 18:51:38,790 - INFO - Epoch 97: Learning Rate: [9.24220270953954e-05]
Epoch 97/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 18:51:50,490 - INFO - valid_loss:1.1504661321640015 in epoch97
2025-02-07 18:51:50,491 - INFO - valid_acc:0.9381926776057415 in epoch97
2025-02-07 18:51:50,491 - INFO - Mean iou = 88.73% in epoch97
Epoch 98/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:54:14,671 - INFO - train_loss:1.1546379752953848 in epoch98
2025-02-07 18:54:14,672 - INFO - train_acc:0.9507401861887689 in epoch98
2025-02-07 18:54:14,672 - INFO - Epoch 98: Learning Rate: [9.225149055888702e-05]
Epoch 98/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.28batch/s]
2025-02-07 18:54:26,351 - INFO - valid_loss:1.1503742814064026 in epoch98
2025-02-07 18:54:26,352 - INFO - valid_acc:0.9358215636741148 in epoch98
2025-02-07 18:54:26,352 - INFO - Mean iou = 88.33% in epoch98
Epoch 99/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:56:50,447 - INFO - train_loss:1.1546580068270365 in epoch99
2025-02-07 18:56:50,448 - INFO - train_acc:0.9506290742354777 in epoch99
2025-02-07 18:56:50,448 - INFO - Epoch 99: Learning Rate: [9.207921743461995e-05]
Epoch 99/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 18:57:02,235 - INFO - valid_loss:1.150220582485199 in epoch99
2025-02-07 18:57:02,235 - INFO - valid_acc:0.9366008132658044 in epoch99
2025-02-07 18:57:02,235 - INFO - Mean iou = 88.48% in epoch99
Epoch 100/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 18:59:26,627 - INFO - train_loss:1.1545866227149963 in epoch100
2025-02-07 18:59:26,628 - INFO - train_acc:0.950938865517208 in epoch100
2025-02-07 18:59:26,628 - INFO - Epoch 100: Learning Rate: [9.190521480406757e-05]
Epoch 100/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.29batch/s]
2025-02-07 18:59:38,290 - INFO - valid_loss:1.1509255933761597 in epoch100
2025-02-07 18:59:38,290 - INFO - valid_acc:0.937601955216057 in epoch100
2025-02-07 18:59:38,290 - INFO - Mean iou = 88.65% in epoch100
Epoch 101/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 19:02:02,931 - INFO - train_loss:1.15470290462176 in epoch101
2025-02-07 19:02:02,932 - INFO - train_acc:0.951193315123496 in epoch101
2025-02-07 19:02:02,933 - INFO - Epoch 101: Learning Rate: [9.172948981979653e-05]
Epoch 101/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 19:02:14,703 - INFO - valid_loss:1.1503366112709046 in epoch101
2025-02-07 19:02:14,704 - INFO - valid_acc:0.9391354094127087 in epoch101
2025-02-07 19:02:14,704 - INFO - Mean iou = 88.88% in epoch101
Epoch 102/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 19:04:39,053 - INFO - train_loss:1.1547642906506856 in epoch102
2025-02-07 19:04:39,054 - INFO - train_acc:0.9512158611993258 in epoch102
2025-02-07 19:04:39,054 - INFO - Epoch 102: Learning Rate: [9.155204970517264e-05]
Epoch 102/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 19:04:50,756 - INFO - valid_loss:1.1510295629501344 in epoch102
2025-02-07 19:04:50,756 - INFO - valid_acc:0.9397856991732354 in epoch102
2025-02-07 19:04:50,756 - INFO - Mean iou = 89.00% in epoch102
Epoch 103/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 19:07:14,794 - INFO - train_loss:1.1545898807048798 in epoch103
2025-02-07 19:07:14,795 - INFO - train_acc:0.9517570998010754 in epoch103
2025-02-07 19:07:14,795 - INFO - Epoch 103: Learning Rate: [9.137290175406403e-05]
Epoch 103/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 19:07:26,584 - INFO - valid_loss:1.1505840873718263 in epoch103
2025-02-07 19:07:26,584 - INFO - valid_acc:0.9412942690686071 in epoch103
2025-02-07 19:07:26,584 - INFO - Mean iou = 89.25% in epoch103
2025-02-07 19:07:26,585 - INFO - save the model in epoch103
Epoch 104/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 19:09:51,964 - INFO - train_loss:1.1547808269659678 in epoch104
2025-02-07 19:09:51,964 - INFO - train_acc:0.9520512327723488 in epoch104
2025-02-07 19:09:51,965 - INFO - Epoch 104: Learning Rate: [9.11920533305413e-05]
Epoch 104/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 19:10:03,747 - INFO - valid_loss:1.1503187441825866 in epoch104
2025-02-07 19:10:03,747 - INFO - valid_acc:0.9406006511844771 in epoch104
2025-02-07 19:10:03,747 - INFO - Mean iou = 89.14% in epoch104
Epoch 105/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 19:12:27,925 - INFO - train_loss:1.154462736050288 in epoch105
2025-02-07 19:12:27,926 - INFO - train_acc:0.9526100899341449 in epoch105
2025-02-07 19:12:27,927 - INFO - Epoch 105: Learning Rate: [9.100951186857481e-05]
Epoch 105/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 19:12:39,656 - INFO - valid_loss:1.1505540752410888 in epoch105
2025-02-07 19:12:39,656 - INFO - valid_acc:0.9396473910162887 in epoch105
2025-02-07 19:12:39,657 - INFO - Mean iou = 88.98% in epoch105
Epoch 106/500 [Training]: 100%|███████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 19:15:04,136 - INFO - train_loss:1.1544422765572866 in epoch106
2025-02-07 19:15:04,137 - INFO - train_acc:0.9522368251843429 in epoch106
2025-02-07 19:15:04,137 - INFO - Epoch 106: Learning Rate: [9.082528487172908e-05]
Epoch 106/500 [Validation]: 100%|███████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 19:15:15,897 - INFO - valid_loss:1.1505944538116455 in epoch106
2025-02-07 19:15:15,897 - INFO - valid_acc:0.9404812115473787 in epoch106
2025-02-07 19:15:15,897 - INFO - Mean iou = 89.12% in epoch106
Epoch 107/500 [Training]:  91%|██████████████████████████████████████████████▌    | 274/300 [02:11<00:11,  2.21batch/s]
