2025-02-02 16:35:57,616 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/', log_file_path='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
Epoch 301/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 21:14:49,389 - INFO - valid_loss:1.152200799721938 in epoch301
2025-02-02 21:14:49,389 - INFO - valid_acc:0.934351491530341 in epoch301
2025-02-02 21:14:49,390 - INFO - Mean iou = 88.05% in epoch301
Epoch 302/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:15:37,277 - INFO - train_loss:1.1507714668909708 in epoch302
2025-02-02 21:15:37,278 - INFO - train_acc:0.9858961289665704 in epoch302
2025-02-02 21:15:37,278 - INFO - Epoch 302: Learning Rate: [3.5166649455893234e-05]
Epoch 302/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.16batch/s]
2025-02-02 21:15:43,306 - INFO - valid_loss:1.1521204801706166 in epoch302
2025-02-02 21:15:43,307 - INFO - valid_acc:0.933951448312114 in epoch302
2025-02-02 21:15:43,307 - INFO - Mean iou = 87.99% in epoch302
Epoch 303/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:16:31,040 - INFO - train_loss:1.1508343569437662 in epoch303
2025-02-02 21:16:31,041 - INFO - train_acc:0.9861513660056892 in epoch303
2025-02-02 21:16:31,041 - INFO - Epoch 303: Learning Rate: [3.486086115294264e-05]
Epoch 303/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.25batch/s]
2025-02-02 21:16:36,830 - INFO - valid_loss:1.1520373729559092 in epoch303
2025-02-02 21:16:36,830 - INFO - valid_acc:0.9346821351898166 in epoch303
2025-02-02 21:16:36,831 - INFO - Mean iou = 88.10% in epoch303
Epoch 304/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:17:24,583 - INFO - train_loss:1.1507775259017945 in epoch304
2025-02-02 21:17:24,584 - INFO - train_acc:0.9862035949848093 in epoch304
2025-02-02 21:17:24,584 - INFO - Epoch 304: Learning Rate: [3.455569536622451e-05]
Epoch 304/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 21:17:30,423 - INFO - valid_loss:1.1524220705032349 in epoch304
2025-02-02 21:17:30,423 - INFO - valid_acc:0.933419638446577 in epoch304
2025-02-02 21:17:30,423 - INFO - Mean iou = 87.90% in epoch304
Epoch 305/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:18:18,490 - INFO - train_loss:1.1507727495829265 in epoch305
2025-02-02 21:18:18,490 - INFO - train_acc:0.9863516580348356 in epoch305
2025-02-02 21:18:18,491 - INFO - Epoch 305: Learning Rate: [3.425116463990908e-05]
Epoch 305/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.27batch/s]
2025-02-02 21:18:24,218 - INFO - valid_loss:1.1522648242803721 in epoch305
2025-02-02 21:18:24,219 - INFO - valid_acc:0.9339221732041982 in epoch305
2025-02-02 21:18:24,219 - INFO - Mean iou = 87.99% in epoch305
Epoch 306/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:19:12,124 - INFO - train_loss:1.1507995414733887 in epoch306
2025-02-02 21:19:12,125 - INFO - train_acc:0.9864222865142678 in epoch306
2025-02-02 21:19:12,125 - INFO - Epoch 306: Learning Rate: [3.394728149206176e-05]
Epoch 306/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 21:19:17,998 - INFO - valid_loss:1.152284915630634 in epoch306
2025-02-02 21:19:17,998 - INFO - valid_acc:0.9334549079733853 in epoch306
2025-02-02 21:19:17,998 - INFO - Mean iou = 87.91% in epoch306
Epoch 307/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:20:06,003 - INFO - train_loss:1.1508025789260865 in epoch307
2025-02-02 21:20:06,003 - INFO - train_acc:0.9865016138308971 in epoch307
2025-02-02 21:20:06,003 - INFO - Epoch 307: Learning Rate: [3.3644058414128533e-05]
Epoch 307/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.25batch/s]
2025-02-02 21:20:11,794 - INFO - valid_loss:1.1521769211842463 in epoch307
2025-02-02 21:20:11,794 - INFO - valid_acc:0.9342640130842201 in epoch307
2025-02-02 21:20:11,795 - INFO - Mean iou = 88.04% in epoch307
Epoch 308/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:20:59,874 - INFO - train_loss:1.1506778303782146 in epoch308
2025-02-02 21:20:59,875 - INFO - train_acc:0.986465943198712 in epoch308
2025-02-02 21:20:59,875 - INFO - Epoch 308: Learning Rate: [3.334150787042245e-05]
Epoch 308/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 21:21:05,700 - INFO - valid_loss:1.1523174781065721 in epoch308
2025-02-02 21:21:05,700 - INFO - valid_acc:0.9334076605428508 in epoch308
2025-02-02 21:21:05,701 - INFO - Mean iou = 87.90% in epoch308
Epoch 309/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:21:53,818 - INFO - train_loss:1.1507615343729656 in epoch309
2025-02-02 21:21:53,819 - INFO - train_acc:0.9864398138343563 in epoch309
2025-02-02 21:21:53,819 - INFO - Epoch 309: Learning Rate: [3.30396422976114e-05]
Epoch 309/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 21:21:59,681 - INFO - valid_loss:1.1519811061712413 in epoch309
2025-02-02 21:21:59,681 - INFO - valid_acc:0.9343025325988703 in epoch309
2025-02-02 21:21:59,681 - INFO - Mean iou = 88.04% in epoch309
Epoch 310/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:22:47,541 - INFO - train_loss:1.1504814990361532 in epoch310
2025-02-02 21:22:47,542 - INFO - train_acc:0.986610196376163 in epoch310
2025-02-02 21:22:47,542 - INFO - Epoch 310: Learning Rate: [3.273847410420674e-05]
Epoch 310/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.27batch/s]
2025-02-02 21:22:53,263 - INFO - valid_loss:1.1520300278296838 in epoch310
2025-02-02 21:22:53,263 - INFO - valid_acc:0.9348445563015173 in epoch310
2025-02-02 21:22:53,263 - INFO - Mean iou = 88.14% in epoch310
Epoch 311/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 21:23:41,221 - INFO - train_loss:1.1507962449391682 in epoch311
2025-02-02 21:23:41,222 - INFO - train_acc:0.9866808640855725 in epoch311
2025-02-02 21:23:41,222 - INFO - Epoch 311: Learning Rate: [3.243801567005328e-05]
Epoch 311/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 21:23:47,192 - INFO - valid_loss:1.1519155502319336 in epoch311
2025-02-02 21:23:47,193 - INFO - valid_acc:0.9345672927392932 in epoch311
2025-02-02 21:23:47,193 - INFO - Mean iou = 88.09% in epoch311
Epoch 312/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:24:34,770 - INFO - train_loss:1.1507204898198446 in epoch312
2025-02-02 21:24:34,770 - INFO - train_acc:0.9867719792820026 in epoch312
2025-02-02 21:24:34,771 - INFO - Epoch 312: Learning Rate: [3.213827934582046e-05]
Epoch 312/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.27batch/s]
2025-02-02 21:24:40,495 - INFO - valid_loss:1.1517932139910185 in epoch312
2025-02-02 21:24:40,496 - INFO - valid_acc:0.9353846626674626 in epoch312
2025-02-02 21:24:40,496 - INFO - Mean iou = 88.22% in epoch312
Epoch 313/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 21:25:29,018 - INFO - train_loss:1.150642671585083 in epoch313
2025-02-02 21:25:29,019 - INFO - train_acc:0.9868479014922618 in epoch313
2025-02-02 21:25:29,019 - INFO - Epoch 313: Learning Rate: [3.183927745249458e-05]
Epoch 313/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.27batch/s]
2025-02-02 21:25:34,755 - INFO - valid_loss:1.1521026904766376 in epoch313
2025-02-02 21:25:34,755 - INFO - valid_acc:0.9342035281728435 in epoch313
2025-02-02 21:25:34,756 - INFO - Mean iou = 88.03% in epoch313
Epoch 314/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:26:22,793 - INFO - train_loss:1.1506068388621011 in epoch314
2025-02-02 21:26:22,793 - INFO - train_acc:0.9869743864079993 in epoch314
2025-02-02 21:26:22,793 - INFO - Epoch 314: Learning Rate: [3.1541022280872346e-05]
Epoch 314/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 21:26:28,692 - INFO - valid_loss:1.1518874076696544 in epoch314
2025-02-02 21:26:28,692 - INFO - valid_acc:0.9349756174322462 in epoch314
2025-02-02 21:26:28,692 - INFO - Mean iou = 88.15% in epoch314
Epoch 315/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:27:16,716 - INFO - train_loss:1.150724433263143 in epoch315
2025-02-02 21:27:16,717 - INFO - train_acc:0.9869686940362942 in epoch315
2025-02-02 21:27:16,717 - INFO - Epoch 315: Learning Rate: [3.1243526091055694e-05]
Epoch 315/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.15batch/s]
2025-02-02 21:27:22,761 - INFO - valid_loss:1.152021655669579 in epoch315
2025-02-02 21:27:22,761 - INFO - valid_acc:0.934718250524473 in epoch315
2025-02-02 21:27:22,761 - INFO - Mean iou = 88.11% in epoch315
Epoch 316/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:28:10,969 - INFO - train_loss:1.1506642214457194 in epoch316
2025-02-02 21:28:10,970 - INFO - train_acc:0.9870323694326267 in epoch316
2025-02-02 21:28:10,970 - INFO - Epoch 316: Learning Rate: [3.094680111194777e-05]
Epoch 316/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.11batch/s]
2025-02-02 21:28:17,122 - INFO - valid_loss:1.1522886936481183 in epoch316
2025-02-02 21:28:17,122 - INFO - valid_acc:0.9335531046839403 in epoch316
2025-02-02 21:28:17,122 - INFO - Mean iou = 87.93% in epoch316
Epoch 317/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 21:29:05,443 - INFO - train_loss:1.1506661399205527 in epoch317
2025-02-02 21:29:05,444 - INFO - train_acc:0.9870608181942968 in epoch317
2025-02-02 21:29:05,444 - INFO - Epoch 317: Learning Rate: [3.0650859540750275e-05]
Epoch 317/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.16batch/s]
2025-02-02 21:29:11,457 - INFO - valid_loss:1.1525993438867421 in epoch317
2025-02-02 21:29:11,457 - INFO - valid_acc:0.9325634733017191 in epoch317
2025-02-02 21:29:11,457 - INFO - Mean iou = 87.76% in epoch317
Epoch 318/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 21:29:59,692 - INFO - train_loss:1.1506269232432047 in epoch318
2025-02-02 21:29:59,692 - INFO - train_acc:0.987107128597407 in epoch318
2025-02-02 21:29:59,692 - INFO - Epoch 318: Learning Rate: [3.0355713542462095e-05]
Epoch 318/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 21:30:05,635 - INFO - valid_loss:1.1520789219782903 in epoch318
2025-02-02 21:30:05,635 - INFO - valid_acc:0.9343213568631306 in epoch318
2025-02-02 21:30:05,635 - INFO - Mean iou = 88.05% in epoch318
Epoch 319/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 21:30:53,619 - INFO - train_loss:1.150780364672343 in epoch319
2025-02-02 21:30:53,619 - INFO - train_acc:0.987168772207786 in epoch319
2025-02-02 21:30:53,619 - INFO - Epoch 319: Learning Rate: [3.0061375249379176e-05]
Epoch 319/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 21:30:59,510 - INFO - valid_loss:1.152244677910438 in epoch319
2025-02-02 21:30:59,511 - INFO - valid_acc:0.9337177149851781 in epoch319
2025-02-02 21:30:59,511 - INFO - Mean iou = 87.94% in epoch319
Epoch 320/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 21:31:48,000 - INFO - train_loss:1.1505520089467367 in epoch320
2025-02-02 21:31:48,001 - INFO - train_acc:0.9871973371259666 in epoch320
2025-02-02 21:31:48,001 - INFO - Epoch 320: Learning Rate: [2.9767856760595925e-05]
Epoch 320/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.11batch/s]
2025-02-02 21:31:54,151 - INFO - valid_loss:1.1519800057777991 in epoch320
2025-02-02 21:31:54,151 - INFO - valid_acc:0.9344810051299396 in epoch320
2025-02-02 21:31:54,151 - INFO - Mean iou = 88.07% in epoch320
Epoch 321/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:32:42,359 - INFO - train_loss:1.1505896615982056 in epoch321
2025-02-02 21:32:42,360 - INFO - train_acc:0.9873304383787812 in epoch321
2025-02-02 21:32:42,360 - INFO - Epoch 321: Learning Rate: [2.9475170141507774e-05]
Epoch 321/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 21:32:48,331 - INFO - valid_loss:1.1524030795464149 in epoch321
2025-02-02 21:32:48,332 - INFO - valid_acc:0.9333026981275357 in epoch321
2025-02-02 21:32:48,332 - INFO - Mean iou = 87.88% in epoch321
Epoch 322/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:33:36,249 - INFO - train_loss:1.150658515294393 in epoch322
2025-02-02 21:33:36,250 - INFO - train_acc:0.9872663373035755 in epoch322
2025-02-02 21:33:36,250 - INFO - Epoch 322: Learning Rate: [2.9183327423315276e-05]
Epoch 322/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.14batch/s]
2025-02-02 21:33:42,317 - INFO - valid_loss:1.1522111984399648 in epoch322
2025-02-02 21:33:42,317 - INFO - valid_acc:0.9337604263877975 in epoch322
2025-02-02 21:33:42,317 - INFO - Mean iou = 87.95% in epoch322
Epoch 323/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:34:30,074 - INFO - train_loss:1.1507930692036947 in epoch323
2025-02-02 21:34:30,075 - INFO - train_acc:0.9873102565168019 in epoch323
2025-02-02 21:34:30,075 - INFO - Epoch 323: Learning Rate: [2.8892340602529478e-05]
Epoch 323/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.21batch/s]
2025-02-02 21:34:35,958 - INFO - valid_loss:1.1522701978683472 in epoch323
2025-02-02 21:34:35,958 - INFO - valid_acc:0.9336245307095455 in epoch323
2025-02-02 21:34:35,958 - INFO - Mean iou = 87.94% in epoch323
Epoch 324/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:35:24,022 - INFO - train_loss:1.1504829994837442 in epoch324
2025-02-02 21:35:24,022 - INFO - train_acc:0.987520658673879 in epoch324
2025-02-02 21:35:24,023 - INFO - Epoch 324: Learning Rate: [2.8602221640478877e-05]
Epoch 324/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 21:35:29,856 - INFO - valid_loss:1.1517637234467726 in epoch324
2025-02-02 21:35:29,856 - INFO - valid_acc:0.9349782601737899 in epoch324
2025-02-02 21:35:29,856 - INFO - Mean iou = 88.15% in epoch324
Epoch 325/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:36:17,289 - INFO - train_loss:1.1507311566670735 in epoch325
2025-02-02 21:36:17,290 - INFO - train_acc:0.9874412838546882 in epoch325
2025-02-02 21:36:17,290 - INFO - Epoch 325: Learning Rate: [2.8312982462817683e-05]
Epoch 325/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.28batch/s]
2025-02-02 21:36:23,004 - INFO - valid_loss:1.1520870282099798 in epoch325
2025-02-02 21:36:23,005 - INFO - valid_acc:0.934468906626042 in epoch325
2025-02-02 21:36:23,005 - INFO - Mean iou = 88.08% in epoch325
Epoch 326/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:37:10,713 - INFO - train_loss:1.150728596051534 in epoch326
2025-02-02 21:37:10,714 - INFO - train_acc:0.9875316424260117 in epoch326
2025-02-02 21:37:10,714 - INFO - Epoch 326: Learning Rate: [2.802463495903563e-05]
Epoch 326/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 21:37:16,576 - INFO - valid_loss:1.1521826890798716 in epoch326
2025-02-02 21:37:16,576 - INFO - valid_acc:0.9342930490076442 in epoch326
2025-02-02 21:37:16,576 - INFO - Mean iou = 88.04% in epoch326
Epoch 327/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 21:38:04,518 - INFO - train_loss:1.1505930709838867 in epoch327
2025-02-02 21:38:04,519 - INFO - train_acc:0.9876447254192546 in epoch327
2025-02-02 21:38:04,519 - INFO - Epoch 327: Learning Rate: [2.77371909819692e-05]
Epoch 327/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 21:38:10,370 - INFO - valid_loss:1.1521492371192346 in epoch327
2025-02-02 21:38:10,370 - INFO - valid_acc:0.9340920948242467 in epoch327
2025-02-02 21:38:10,371 - INFO - Mean iou = 88.01% in epoch327
Epoch 328/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 21:38:58,356 - INFO - train_loss:1.1506535466512045 in epoch328
2025-02-02 21:38:58,356 - INFO - train_acc:0.987795899224936 in epoch328
2025-02-02 21:38:58,356 - INFO - Epoch 328: Learning Rate: [2.7450662347314466e-05]
Epoch 328/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 21:39:04,226 - INFO - valid_loss:1.1519839030045729 in epoch328
2025-02-02 21:39:04,226 - INFO - valid_acc:0.9346545222262223 in epoch328
2025-02-02 21:39:04,226 - INFO - Mean iou = 88.10% in epoch328
Epoch 329/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:39:52,002 - INFO - train_loss:1.1506604464848835 in epoch329
2025-02-02 21:39:52,003 - INFO - train_acc:0.9878743778203313 in epoch329
2025-02-02 21:39:52,003 - INFO - Epoch 329: Learning Rate: [2.716506083314136e-05]
Epoch 329/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.24batch/s]
2025-02-02 21:39:57,803 - INFO - valid_loss:1.152031815969027 in epoch329
2025-02-02 21:39:57,804 - INFO - valid_acc:0.9344989920516813 in epoch329
2025-02-02 21:39:57,804 - INFO - Mean iou = 88.07% in epoch329
Epoch 330/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:40:45,904 - INFO - train_loss:1.150647791226705 in epoch330
2025-02-02 21:40:45,905 - INFO - train_acc:0.9878331501156015 in epoch330
2025-02-02 21:40:45,905 - INFO - Epoch 330: Learning Rate: [2.6880398179409454e-05]
Epoch 330/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.13batch/s]
2025-02-02 21:40:52,001 - INFO - valid_loss:1.152446911885188 in epoch330
2025-02-02 21:40:52,001 - INFO - valid_acc:0.9334900832933519 in epoch330
2025-02-02 21:40:52,001 - INFO - Mean iou = 87.91% in epoch330
Epoch 331/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 21:41:40,257 - INFO - train_loss:1.1507925955454508 in epoch331
2025-02-02 21:41:40,258 - INFO - train_acc:0.9878382936726186 in epoch331
2025-02-02 21:41:40,258 - INFO - Epoch 331: Learning Rate: [2.6596686087485524e-05]
Epoch 331/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 21:41:46,171 - INFO - valid_loss:1.1521230477553148 in epoch331
2025-02-02 21:41:46,172 - INFO - valid_acc:0.9340992010006658 in epoch331
2025-02-02 21:41:46,172 - INFO - Mean iou = 88.01% in epoch331
Epoch 332/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:42:33,793 - INFO - train_loss:1.1506720193227131 in epoch332
2025-02-02 21:42:33,794 - INFO - train_acc:0.9879186816313276 in epoch332
2025-02-02 21:42:33,794 - INFO - Epoch 332: Learning Rate: [2.6313936219662434e-05]
Epoch 332/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.26batch/s]
2025-02-02 21:42:39,554 - INFO - valid_loss:1.1522733981792743 in epoch332
2025-02-02 21:42:39,554 - INFO - valid_acc:0.9336181858356146 in epoch332
2025-02-02 21:42:39,554 - INFO - Mean iou = 87.93% in epoch332
Epoch 333/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:43:27,090 - INFO - train_loss:1.1506137291590373 in epoch333
2025-02-02 21:43:27,091 - INFO - train_acc:0.9878727498878529 in epoch333
2025-02-02 21:43:27,091 - INFO - Epoch 333: Learning Rate: [2.6032160198679816e-05]
Epoch 333/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 21:43:33,034 - INFO - valid_loss:1.152188750413748 in epoch333
2025-02-02 21:43:33,034 - INFO - valid_acc:0.9340723857511753 in epoch333
2025-02-02 21:43:33,035 - INFO - Mean iou = 88.01% in epoch333
Epoch 334/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:44:20,649 - INFO - train_loss:1.150424812634786 in epoch334
2025-02-02 21:44:20,649 - INFO - train_acc:0.9881686585002945 in epoch334
2025-02-02 21:44:20,673 - INFO - Epoch 334: Learning Rate: [2.5751369607246228e-05]
Epoch 334/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.30batch/s]
2025-02-02 21:44:26,334 - INFO - valid_loss:1.1521707314711351 in epoch334
2025-02-02 21:44:26,334 - INFO - valid_acc:0.9339719627444892 in epoch334
2025-02-02 21:44:26,334 - INFO - Mean iou = 87.99% in epoch334
Epoch 335/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:45:14,095 - INFO - train_loss:1.1503862158457439 in epoch335
2025-02-02 21:45:14,096 - INFO - train_acc:0.9882206429349992 in epoch335
2025-02-02 21:45:14,096 - INFO - Epoch 335: Learning Rate: [2.5471575987563147e-05]
Epoch 335/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.26batch/s]
2025-02-02 21:45:19,860 - INFO - valid_loss:1.1524808223430927 in epoch335
2025-02-02 21:45:19,860 - INFO - valid_acc:0.9329638503585517 in epoch335
2025-02-02 21:45:19,861 - INFO - Mean iou = 87.82% in epoch335
Epoch 336/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:46:07,268 - INFO - train_loss:1.150669493675232 in epoch336
2025-02-02 21:46:07,268 - INFO - train_acc:0.9882968418810261 in epoch336
2025-02-02 21:46:07,269 - INFO - Epoch 336: Learning Rate: [2.5192790840850335e-05]
Epoch 336/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.16batch/s]
2025-02-02 21:46:13,298 - INFO - valid_loss:1.152097564477187 in epoch336
2025-02-02 21:46:13,298 - INFO - valid_acc:0.9344905764084065 in epoch336
2025-02-02 21:46:13,299 - INFO - Mean iou = 88.07% in epoch336
Epoch 337/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:47:01,386 - INFO - train_loss:1.1505270036061606 in epoch337
2025-02-02 21:47:01,386 - INFO - train_acc:0.9881251602770063 in epoch337
2025-02-02 21:47:01,386 - INFO - Epoch 337: Learning Rate: [2.4915025626873285e-05]
Epoch 337/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 21:47:07,245 - INFO - valid_loss:1.1522794320033147 in epoch337
2025-02-02 21:47:07,245 - INFO - valid_acc:0.933550911477628 in epoch337
2025-02-02 21:47:07,245 - INFO - Mean iou = 87.92% in epoch337
Epoch 338/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:47:54,684 - INFO - train_loss:1.1504407358169555 in epoch338
2025-02-02 21:47:54,685 - INFO - train_acc:0.9883105224647475 in epoch338
2025-02-02 21:47:54,685 - INFO - Epoch 338: Learning Rate: [2.4638291763472e-05]
Epoch 338/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
